,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,HN01,HN01_ATTRIBUTES,HN02,HN02_ATTRIBUTES,HN03,HN03_ATTRIBUTES,HX01,HX01_ATTRIBUTES,HX02,HX02_ATTRIBUTES,HX03,HX03_ATTRIBUTES,LN01,LN01_ATTRIBUTES,LN02,LN02_ATTRIBUTES,LN03,LN03_ATTRIBUTES,LX01,LX01_ATTRIBUTES,LX02,LX02_ATTRIBUTES,LX03,LX03_ATTRIBUTES,MN01,MN01_ATTRIBUTES,MN02,MN02_ATTRIBUTES,MN03,MN03_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MX01,MX01_ATTRIBUTES,MX02,MX02_ATTRIBUTES,MX03,MX03_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,HN04,HN04_ATTRIBUTES,HN05,HN05_ATTRIBUTES,HX04,HX04_ATTRIBUTES,HX05,HX05_ATTRIBUTES,LN04,LN04_ATTRIBUTES,LN05,LN05_ATTRIBUTES,LX04,LX04_ATTRIBUTES,LX05,LX05_ATTRIBUTES,MN04,MN04_ATTRIBUTES,MN05,MN05_ATTRIBUTES,MX04,MX04_ATTRIBUTES,MX05,MX05_ATTRIBUTES,HN06,HN06_ATTRIBUTES,HX06,HX06_ATTRIBUTES,LN06,LN06_ATTRIBUTES,LX06,LX06_ATTRIBUTES,MN06,MN06_ATTRIBUTES,MX06,MX06_ATTRIBUTES,HN07,HN07_ATTRIBUTES,HN08,HN08_ATTRIBUTES,HX07,HX07_ATTRIBUTES,HX08,HX08_ATTRIBUTES,LN07,LN07_ATTRIBUTES,LN08,LN08_ATTRIBUTES,LX07,LX07_ATTRIBUTES,LX08,LX08_ATTRIBUTES,MN07,MN07_ATTRIBUTES,MN08,MN08_ATTRIBUTES,MX07,MX07_ATTRIBUTES,MX08,MX08_ATTRIBUTES
35,US1TXVV0008,2009-04,29.759493,-101.208433,137.5,"COMSTOCK 5.4 NNW, TX US",5.0,"4,N",2.0,"4,N",0.0,"4,N",,,,,20090412.0,",4,N",,,10.4,"4,,N,12,",18.7,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,US1TXVV0009,2010-05,30.06429,-101.408333,605.9,"COMSTOCK 29.7 NW, TX US",6.0,",N",4.0,",N",0.0,",N",,,,,20100516.0,",,N",,,10.4,",,N,16,",32.7,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,US1TXVV0010,2010-03,30.283672,-100.958896,594.4,"OZONA 32.7 SSE, TX US",5.0,"5,N",3.0,"5,N",0.0,"5,N",,,,,20100320.0,",5,N",,,9.7,"5,,N,20,",23.4,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,US1TXVV0011,2013-02,30.15238,-101.709,611.4,"LANGTRY 25.3 NNW, TX US",0.0,"4,N",0.0,"4,N",0.0,"4,N",0.0,"4,N",20130228.0,"+,4,N",20130228.0,"+,4,N",0.0,"4,,N,28,+",0.0,"4,,N,28,+",0.0,"4,,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,US1TXVV0014,2010-06,29.83067,-101.7334,494.7,"LANGTRY 10.6 W, TX US",,,,,,,,,,,,,,,,,34.3,"5,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,US1TXVV0015,2010-04,29.700233,-101.3133,417.0,"COMSTOCK 8.5 WNW SEMINOLE CANYON, TX US",7.0,"5,N",2.0,"5,N",1.0,"5,N",,,,,20100415.0,",5,N",,,66.0,"5,,N,15,",72.4,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,US1TXVV0016,2010-04,29.48166667,-100.9413333,361.5,"DEL RIO 7.8 NNW, TX US",10.0,"3,N",5.0,"3,N",1.0,"3,N",,,,,20100415.0,",3,N",,,71.9,"3,,N,15,",121.7,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,US1TXVV0017,2010-05,29.5098,-100.9085333,342.3,"DEL RIO 9.3 N, TX US",8.0,"4,N",6.0,"4,N",2.0,"4,N",,,,,20100525.0,",4,N",,,244.1,"4,,N,25,",302.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,US1TXVV0021,2013-02,30.080514,-101.738355,609.3,"LANGTRY 21.7 NW, TX US",0.0,"3,N",0.0,"3,N",0.0,"3,N",0.0,"3,N",20130228.0,"+,3,N",20130228.0,"+,3,N",0.0,"3,,N,28,+",0.0,"3,,N,28,+",0.0,"3,,,N",0.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,US1TXVV0022,2013-01,29.968693,-101.150038,464.5,"DEL RIO 43.7 NNW, TX US",1.0,"4,N",1.0,"4,N",1.0,"4,N",0.0,"5,N",20130131.0,"+,5,N",20130110.0,",4,N",0.0,"5,,N,31,+",25.4,"4,,N,10,",25.4,"1,a,,N",0.0,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,US1TXVV0023,2013-04,29.35484,-100.92927,288.0,"DEL RIO 2.5 SW, TX US",5.0,",N",1.0,",N",0.0,",N",0.0,"5,N",20130430.0,"+,5,N",20130403.0,",,N",0.0,"5,,N,30,+",8.9,",,N,03,",14.8,",,,N",0.0,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,US1TXVV0034,2019-05,29.39133,-100.92295,310.3,"DEL RIO 1.9 WNW, TX US",9.0,"3,N",3.0,"3,N",1.0,"3,N",,,,,20190519.0,",3,N",,,26.4,"3,,N,19,",42.1,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,US1TXVV0037,2020-03,29.68617,-101.17183,484.3,"COMSTOCK 0.2 NE, TX US",7.0,",N",4.0,",N",1.0,",N",,,,,20200316.0,",,N",,,46.2,",,N,16,",88.2,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,US1TXVZ0002,2009-07,32.48625,-95.89277,193.9,"CANTON 4.6 SSW, TX US",12.0,",N",5.0,",N",1.0,",N",,,,,20090717.0,",,N",,,43.2,",,N,17,",85.4,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,US1TXVZ0006,2012-02,32.445505,-96.038811,135.6,"MABANK 6.7 NE, TX US",5.0,"5,N",4.0,"5,N",1.0,"5,N",,,,,20120218.0,",5,N",,,38.1,"5,,N,18,",58.8,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,US1TXVZ0009,2015-02,32.55819,-95.632149,147.2,"VAN 2.4 N, TX US",10.0,",N",6.0,",N",1.0,",N",,,,,20150216.0,",,N",,,33.5,",,N,16,",112.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,US1TXVZ0010,2015-01,32.451134249568,-95.7319457083941,159.4,"BEN WHEELER 1.7 WNW, TX US",7.0,"4,N",6.0,"4,N",3.0,"4,N",,,,,20150103.0,",4,N",,,42.7,"4,,N,03,",139.5,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,US1TXVZ0011,2015-01,32.431226,-95.638541,157.6,"BEN WHEELER 3.9 ESE, TX US",7.0,"5,N",5.0,"5,N",3.0,"5,N",,,,,20150103.0,",5,N",,,41.4,"5,,N,03,",138.4,"1,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,US1TXVZ0013,2015-02,32.703916,-95.879486,135.0,"EDGEWOOD 0.6 NNE, TX US",9.0,"2,N",6.0,"2,N",0.0,"2,N",,,,,20150223.0,",2,N",,,23.9,"2,,N,23,",81.8,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,US1TXVZ0019,2015-01,32.52082,-95.65964,152.4,"VAN 1.3 W, TX US",7.0,",N",6.0,",N",2.0,",N",,,,,20150103.0,",,N",,,53.6,",,N,03,",146.6,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,US1TXVZ0021,2015-01,32.548405,-95.968627,153.3,"CANTON 6.1 W, TX US",8.0,"1,N",7.0,"1,N",2.0,"1,N",,,,,20150103.0,",1,N",,,37.1,"1,,N,03,",127.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,US1TXVZ0028,2015-01,32.765396,-96.04304,153.9,"WILLS POINT 4.4 NNW, TX US",7.0,"1,N",7.0,"1,N",1.0,"1,N",,,,,20150103.0,",1,N",,,29.5,"1,,N,03,",110.1,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,US1TXVZ0030,2015-02,32.367602,-95.686202,143.9,"MURCHISON 7.7 NNE, TX US",9.0,"3,N",5.0,"3,N",0.0,"3,N",,,,,20150216.0,",3,N",,,24.4,"3,,N,16,",85.1,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,US1TXVZ0033,2017-04,32.374877,-95.916771,177.7,"EUSTACE 7.3 NE, TX US",12.0,",N",5.0,",N",2.0,",N",,,,,20170430.0,",,N",,,63.8,",,N,30,",130.9,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,US1TXVZ0034,2017-04,32.480195,-95.702584,160.9,"BEN WHEELER 2.4 N, TX US",9.0,"2,N",7.0,"2,N",2.0,"2,N",,,,,20170430.0,",2,N",,,49.3,"2,,N,30,",124.5,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,US1TXVZ0036,2020-10,32.68883,-95.708917,143.0,"GRAND SALINE 0.8 N, TX US",5.0,",N",5.0,",N",0.0,",N",,,,,20201024.0,",,N",,,12.4,",,N,24,",50.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,US1TXVZ0038,2021-08,32.385072,-95.597713,167.9,"EDOM 1.1 NE, TX US",7.0,"1,N",5.0,"1,N",2.0,"1,N",,,,,20210818.0,",1,N",,,96.8,"1,,N,18,",150.4,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,US1TXWA0001,2007-07,30.081667,-96.623806,134.1,"BURTON 6.9 SSW, TX US",15.0,",N",12.0,",N",0.0,",N",0.0,",N",20070731.0,"+,,N",20070722.0,",,N",0.0,",,N,31,+",21.8,",,N,22,",157.6,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,US1TXWA0003,2007-10,30.22988,-96.13557,75.0,"HEMPSTEAD 10.0 NNW, TX US",3.0,"4,N",3.0,"4,N",1.0,"4,N",0.0,"4,N",20071031.0,"+,4,N",20071016.0,",4,N",0.0,"4,,N,31,+",37.8,"4,,N,16,",51.7,"2,a,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,US1TXWA0004,2007-11,30.309268,-96.375206,106.7,"INDEPENDENCE 1.8 WSW, TX US",,,,,,,,,,,,,,,,,103.6,"5,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,US1TXWA0005,2008-01,30.0895482,-96.486514,114.0,"BRENHAM 7.2 SW, TX US",12.0,"2,N",6.0,"2,N",0.0,"2,N",0.0,"2,N",20080131.0,"+,2,N",20080119.0,",2,N",0.0,"2,,N,31,+",21.1,"2,,N,19,",59.7,"2,,,N",0.0,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,US1TXWA0006,2007-12,30.1572,-96.2626,75.0,"BRENHAM 8.0 E, TX US",12.0,",N",4.0,",N",1.0,",N",0.0,",N",20071231.0,"+,,N",20071215.0,",,N",0.0,",,N,31,+",32.0,",,N,15,",66.7,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,US1TXWA0007,2008-03,30.3118,-96.1864,89.9,"WASHINGTON 2.0 WSW, TX US",7.0,"5,N",4.0,"5,N",1.0,"5,N",0.0,"5,N",20080331.0,"+,5,N",20080319.0,",5,N",0.0,"5,,N,31,+",29.2,"5,,N,19,",86.8,"3,a,,N",0.0,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,US1TXWA0008,2008-10,30.245277,-96.553178,116.7,"BURTON 5.3 NNE, TX US",4.0,"1,N",3.0,"1,N",1.0,"1,N",0.0,"1,N",20081031.0,"+,1,N",20081016.0,",1,N",0.0,"1,,N,31,+",27.2,"1,,N,16,",46.5,"1,,,N",0.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,US1TXWA0009,2009-11,30.15644,-96.26298,71.9,"CHAPPELL HILL 1.0 NW, TX US",5.0,"2,N",4.0,"2,N",0.0,"2,N",,,,,20091116.0,",2,N",,,19.1,"2,,N,16,",47.6,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,US1TXWA0010,2010-10,30.168968,-96.253409,75.9,"CHAPPELL HILL 1.8 N, TX US",1.0,"3,N",0.0,"3,N",0.0,"3,N",0.0,"4,N",20101031.0,"+,4,N",20101023.0,",3,N",0.0,"4,,N,31,+",0.3,"3,,N,23,",0.3,"3,,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,US1TXWA0012,2011-11,30.28213889,-96.17095833,82.9,"WASHINGTON 3.1 SSW, TX US",6.0,"2,N",4.0,"2,N",2.0,"2,N",,,,,20111116.0,",2,N",,,51.8,"2,,N,16,",129.0,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,US1TXWA0014,2013-09,30.221422,-96.222499,70.7,"WASHINGTON 8.6 SSW, TX US",3.0,",N",3.0,",N",2.0,",N",0.0,"3,N",20130930.0,"+,3,N",20130929.0,",,N",0.0,"3,,N,30,+",145.8,",,N,29,",259.4,",,,N",0.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,US1TXWA0015,2013-10,30.15944444,-96.73944444,134.7,"CARMINE 3.1 WNW, TX US",12.0,"4,N",8.0,"4,N",3.0,"4,N",,,,,20131031.0,",4,N",,,42.2,"4,,N,31,",165.8,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,US1TXWA0016,2013-12,30.14652,-96.36745,86.9,"BRENHAM 2.0 ESE, TX US",8.0,"2,N",2.0,"2,N",0.0,"2,N",,,,,20131221.0,",2,N",,,5.1,"2,,N,21,",17.3,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
