,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
83,US1MAWR0042,2016-04,42.3453503429254,-71.6439056396484,102.1,"NORTHBOROUGH 2.3 N, MA US",9.0,"2,N",6.0,"2,N",1.0,"2,N",2.0,"2,N",1.0,"2,N",20160405.0,",2,N",20160405.0,",2,N",20160408.0,",2,N",114.0,"2,,N,05,",109.0,"2,,N,05,",26.4,"2,,N,08,",64.6,"2,,,N",135.0,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,US1MAWR0043,2016-04,42.2307600080967,-71.8607722967863,197.5,"LEICESTER 2.4 ESE, MA US",8.0,"1,N",7.0,"1,N",1.0,"1,N",1.0,"4,N",2.0,"1,N",20160403.0,",4,N",20160405.0,",1,N",20160408.0,",1,N",76.0,"4,,N,03,",89.0,"1,,N,05,",25.7,"1,,N,08,",64.2,"1,,,N",173.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,US1MAWR0044,2016-06,42.545051574707,-71.9103240966797,324.3,"WESTMINSTER 0.6 WSW, MA US",9.0,",N",2.0,",N",1.0,",N",,,,,,,,,20160606.0,",,N",,,,,25.9,",,N,06,",33.2,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,US1MAWR0048,2016-09,42.071755,-71.633505,115.2,"UXBRIDGE 1.9 WSW, MA US",10.0,"3,N",5.0,"3,N",0.0,"3,N",,,,,,,,,20160920.0,",3,N",,,,,7.6,"3,,N,20,",31.0,"1,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,US1MAWR0052,2017-01,42.6214,-71.8078,220.4,"FITCHBURG 2.3 N, MA US",,,,,,,,,,,,,,,,,,,,,,,82.4,"3,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,US1MAWR0053,2017-02,42.41922,-71.68134,114.6,"CLINTON 0.2 E, MA US",7.0,"3,N",7.0,"3,N",0.0,"3,N",,,,,,,,,20170213.0,",3,N",,,,,23.6,"3,,N,13,",79.4,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,US1MAWR0054,2016-12,42.440822,-72.095911,293.8,"BARRE 1.4 NNE, MA US",14.0,",N",11.0,",N",1.0,",N",,,,,,,,,20161201.0,",,N",,,,,39.9,",,N,01,",116.4,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,US1MAWR0055,2017-01,42.468917,-71.5836097,131.7,"HARVARD 2.1 S, MA US",14.0,",N",10.0,",N",1.0,",N",,,,,,,,,20170104.0,",,N",,,,,26.7,",,N,04,",96.2,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,US1MAWR0056,2017-05,42.4754,-71.8114,235.0,"STERLING 4.3 NW, MA US",13.0,",N",8.0,",N",3.0,",N",,,,,,,,,20170526.0,",,N",,,,,47.2,",,N,26,",143.7,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,US1MAWR0058,2017-05,42.601804,-71.716538,148.1,"LUNENBURG 0.6 NE, MA US",14.0,"3,N",12.0,"3,N",3.0,"3,N",,,,,,,,,20170526.0,",3,N",,,,,39.9,"3,,N,26,",147.5,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,US1MAWR0062,2017-09,42.06653,-71.648145,145.1,"UXBRIDGE 2.7 WSW, MA US",,,,,,,,,,,,,,,,,,,,,,,60.2,"4,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,US1MAWR0063,2017-10,42.32888,-71.991756,264.6,"RUTLAND 3.1 SW, MA US",11.0,",N",6.0,",N",3.0,",N",,,,,,,,,20171030.0,",,N",,,,,71.4,",,N,30,",202.9,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,US1MAWR0064,2017-10,42.450092,-71.818401,146.9,"STERLING 3.7 WNW, MA US",9.0,"3,N",6.0,"3,N",2.0,"3,N",,,,,,,,,20171025.0,",3,N",,,,,39.4,"3,,N,25,",234.5,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,US1MAWR0068,2018-04,42.103727,-71.879391,147.8,"OXFORD 0.9 SSW, MA US",14.0,"3,N",8.0,"3,N",1.0,"3,N",,,,,,,,,20180417.0,",3,N",,,,,43.4,"3,,N,17,",128.4,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,US1MAWR0069,2018-05,42.16305556,-71.67888889,116.4,"NORTHBRIDGE 1.7 WNW, MA US",9.0,"1,N",5.0,"1,N",0.0,"1,N",,,,,,,,,20180516.0,",1,N",,,,,10.9,"1,,N,16,",43.2,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,US1MAWR0070,2018-09,42.203543,-71.712558,160.9,"GRAFTON 1.5 W, MA US",12.0,"1,N",10.0,"1,N",3.0,"1,N",,,,,,,,,20180926.0,",1,N",,,,,68.3,"1,,N,26,",187.4,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,US1MAWR0075,2019-04,42.204,-72.2354,214.0,"WARREN 2.4 WSW, MA US",20.0,",N",15.0,",N",3.0,",N",0.0,",N",0.0,",N",20190401.0,",,N",20190411.0,"+,,N",20190427.0,",,N",0.0,",T,N,01,",0.0,",T,N,11,+",55.1,",,N,27,",231.2,",,,N",0.0,",T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,US1MAWR0076,2019-10,42.293803,-71.80516,175.0,"WORCESTER 1.7 N, MA US",20.0,",N",9.0,",N",2.0,",N",,,,,,,,,20191017.0,",,N",,,,,72.4,",,N,17,",162.7,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,US1MAWR0077,2020-03,42.354943,-71.628506,71.6,"BERLIN 2.0 S, MA US",9.0,"5,N",6.0,"5,N",1.0,"5,N",,,,,,,,,20200324.0,",5,N",,,,,40.1,"5,,N,24,",95.0,"3,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,US1MAWR0080,2020-08,42.636157,-72.036096,345.9,"WINCHENDON 3.2 S, MA US",8.0,"2,N",6.0,"2,N",0.0,"2,N",,,,,,,,,20200830.0,",2,N",,,,,17.0,"2,,N,30,",55.1,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,US1MAWR0081,2020-04,42.253543,-71.785302,165.8,"WORCESTER 1.6 SE, MA US",15.0,"2,N",11.0,"2,N",1.0,"2,N",,,,,,,,,20200414.0,",2,N",,,,,32.5,"2,,N,14,",149.1,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,US1MAWR0088,2020-09,42.237427,-71.946129,281.3,"LEICESTER 2.5 WSW, MA US",3.0,",N",3.0,",N",0.0,",N",,,,,,,,,20200911.0,",,N",,,,,23.1,",,N,11,",48.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,US1MAWR0089,2020-11,42.338094,-71.856869,232.0,"HOLDEN 0.9 SSE, MA US",10.0,"1,N",7.0,"1,N",0.0,"1,N",1.0,"1,N",0.0,"1,N",20201101.0,",1,N",20201103.0,",1,N",20201124.0,",1,N",102.0,"1,,N,01,",20.0,"1,,N,03,",21.1,"1,,N,24,",86.4,"1,,,N",20.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,US1MAWR0090,2021-01,42.1780348,-71.6009409,,"UPTON 0.4 NE, MA US",11.0,",N",5.0,",N",0.0,",N",,,3.0,"4,N",,,20210127.0,",4,N",20210117.0,",,N",,,99.0,"4,,N,27,",24.6,",,N,17,",69.8,",,,N",189.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,US1MAWR0093,2021-05,42.333477,-71.851665,231.0,"HOLDEN 1.1 S, MA US",12.0,",N",8.0,",N",3.0,",N",,,,,,,,,20210529.0,",,N",,,,,48.3,",,N,29,",173.1,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,US1MAWR0094,2021-04,42.307844,-71.747717,128.0,"SHREWSBURY 1.7 WNW, MA US",14.0,"1,N",7.0,"1,N",1.0,"1,N",,,,,,,,,20210417.0,",1,N",,,,,27.4,"1,,N,17,",96.2,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,US1MAWR0097,2021-04,42.266376,-71.827676,160.6,"WORCESTER 1.0 WSW, MA US",11.0,",N",7.0,",N",0.0,",N",,,,,,,,,20210416.0,",,N",,,,,21.6,",,N,16,",83.8,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,US1MAWR0098,2021-05,42.290918,-71.840403,230.4,"WORCESTER 2.2 NW, MA US",11.0,"3,N",9.0,"3,N",1.0,"3,N",,,,,,,,,20210529.0,",3,N",,,,,40.4,"3,,N,29,",153.6,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,US1MAWR0099,2021-10,42.351849,-71.867956,235.9,"HOLDEN 0.9 W, MA US",,,,,,,,,,,,,,,,,,,,,,,214.5,"5,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,US1MAWR0100,2021-04,42.075819,-71.721301,117.3,"DOUGLAS 1.9 NNE, MA US",11.0,",N",6.0,",N",1.0,",N",,,,,,,,,20210417.0,",,N",,,,,26.7,",,N,17,",89.9,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,US1MAWR0105,2021-10,42.04305,-71.916092,194.2,"DUDLEY 1.0 ESE, MA US",10.0,"1,N",7.0,"1,N",3.0,"1,N",,,,,,,,,20211031.0,",1,N",,,,,26.7,"1,,N,31,",139.5,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,US1MAWR0106,2022-03,42.6274,-72.2042,287.4,"ATHOL 2.8 NNE, MA US",8.0,"2,N",7.0,"2,N",0.0,"2,N",,,,,,,,,20220325.0,",2,N",,,,,12.7,"2,,N,25,",60.5,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,US1MAWR0108,2022-05,42.33397,-72.2028,245.4,"HARDWICK 1.1 S, MA US",10.0,",N",9.0,",N",0.0,",N",,,,,,,,,20220529.0,",,N",,,,,15.0,",,N,29,",68.5,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,US1MAWR0113,2022-06,42.2452407,-71.7861685,194.2,"WORCESTER 2.0 SE, MA US",6.0,",N",6.0,",N",1.0,",N",,,,,,,,,20220609.0,",,N",,,,,30.5,",,N,09,",55.8,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,US1MAWR0116,2022-10,42.126141,-72.094478,228.0,"STURBRIDGE 2.4 NW, MA US",12.0,",N",7.0,",N",3.0,",N",,,,,,,,,20221005.0,",,N",,,,,45.7,",,N,05,",133.3,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,US1MAWR0117,2023-01,42.07983,-71.63223,89.0,"UXBRIDGE 1.7 W, MA US",18.0,",N",10.0,",N",2.0,",N",,,,,,,,,20230126.0,",,N",,,,,33.3,",,N,26,",167.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,US1MAWR0118,2012-11,42.0527998366119,-72.126919046465,232.9,"STURBRIDGE 4.6 SW, MA US",4.0,",N",3.0,",N",1.0,",N",,,0.0,"4,N",,,20121130.0,"+,4,N",20121109.0,",,N",,,0.0,"4,,N,30,+",27.9,",,N,09,",41.6,",,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,US1MAWR0119,2023-02,42.2660593,-71.7336939,114.6,"SHREWSBURY 2.5 SSW, MA US",8.0,"1,N",3.0,"1,N",0.0,"1,N",,,2.0,"5,N",,,20230226.0,"+,5,N",20230223.0,",1,N",,,38.0,"5,,N,26,+",18.0,"1,,N,23,",31.7,"1,,,N",81.0,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,US1MAWR0127,2023-04,42.4589,-71.6639,94.2,"LANCASTER 0.6 NNE, MA US",9.0,"4,N",6.0,"4,N",0.0,"4,N",0.0,"3,N",0.0,"3,N",20230430.0,"+,3,N",20230430.0,"+,3,N",20230424.0,"+,4,N",0.0,"3,,N,30,+",0.0,"3,,N,30,+",20.8,"4,,N,24,+",81.0,"4,,,N",0.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,US1MDAA0001,2012-11,38.89776,-76.59653,46.0,"BIRDSVILLE 0.2 WSW, MD US",7.0,",N",4.0,",N",0.0,",N",,,,,,,,,20121108.0,",,N",,,,,5.6,",,N,08,",18.7,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,US1MDAA0002,2005-10,39.1069,-76.7021,37.2,"ODENTON 3.2 N, MD US",12.0,"2,N",8.0,"2,N",2.0,"2,N",,,0.0,"2,N",,,20051031.0,"+,2,N",20051008.0,",2,N",,,0.0,"2,,N,31,+",98.0,"2,,N,08,",219.7,"2,,,N",0.0,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,US1MDAA0003,2005-12,39.099843,-76.809011,69.2,"LAUREL 2.7 E, MD US",5.0,"3,N",5.0,"3,N",1.0,"3,N",,,2.0,"3,N",,,20051206.0,",3,N",20051216.0,",3,N",,,109.0,"3,,N,06,",36.3,"3,,N,16,",89.4,"3,,,N",157.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,US1MDAA0004,2005-09,39.1321,-76.728,68.3,"SEVERN 2.0 W, MD US",2.0,",N",1.0,",N",0.0,",N",,,0.0,",N",,,20050930.0,"+,,N",20050926.0,",,N",,,0.0,",,N,30,+",4.1,",,N,26,",5.1,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,US1MDAA0005,2006-05,39.043293,-76.442849,21.0,"ARNOLD 3.0 E, MD US",9.0,",N",3.0,",N",1.0,",N",,,0.0,",N",,,20060531.0,"+,,N",20060511.0,",,N",,,0.0,",,N,31,+",30.0,",,N,11,",43.8,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,US1MDAA0006,2006-05,38.792916,-76.701613,15.2,"UPPER MARLBORO 3.4 ESE, MD US",10.0,",N",4.0,",N",1.0,",N",,,0.0,",N",,,20060531.0,"+,,N",20060512.0,",,N",,,0.0,",,N,31,+",38.9,",,N,12,",69.2,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,US1MDAA0007,2006-02,39.0889,-76.6492,26.2,"SOUTH GATE 3.0 SSW, MD US",5.0,",N",4.0,",N",0.0,",N",,,1.0,",N",,,20060212.0,",,N",20060205.0,",,N",,,251.0,",,N,12,",22.9,",,N,05,",56.1,",,,N",251.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,US1MDAA0008,2006-05,38.9966,-76.645,38.4,"CROFTON 2.5 ESE, MD US",8.0,"2,N",4.0,"2,N",1.0,"2,N",,,0.0,"2,N",,,20060531.0,"+,2,N",20060512.0,",2,N",,,0.0,"2,,N,31,+",27.9,"2,,N,12,",42.4,"2,,,N",0.0,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,US1MDAA0009,2006-06,38.821362,-76.537122,1.8,"SHADY SIDE 0.9 SW, MD US",15.0,",N",10.0,",N",5.0,",N",,,0.0,",N",,,20060630.0,"+,,N",20060625.0,",,N",,,0.0,",,N,30,+",68.3,",,N,25,",324.1,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,US1MDAA0010,2006-06,39.1038,-76.5443,13.1,"PASADENA 0.7 SE, MD US",17.0,",N",9.0,",N",3.0,",N",,,0.0,",N",,,20060630.0,"+,,N",20060628.0,",,N",,,0.0,",,N,30,+",89.7,",,N,28,",264.1,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,US1MDAA0011,2006-07,39.0649,-76.5041,6.7,"ARNOLD 1.6 N, MD US",8.0,",N",5.0,",N",2.0,",N",,,0.0,",N",,,20060731.0,"+,,N",20060706.0,",,N",,,0.0,",,N,31,+",70.1,",,N,06,",158.3,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,US1MDAA0012,2006-11,39.11706,-76.640309,28.0,"SOUTH GATE 1.1 SW, MD US",9.0,"4,N",6.0,"4,N",3.0,"4,N",,,0.0,",N",,,20061130.0,"+,,N",20061116.0,",4,N",,,0.0,",,N,30,+",49.8,"4,,N,16,",137.7,"4,,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,US1MDAA0013,2006-11,39.1263,-76.5596,18.9,"PASADENA 1.1 NNW, MD US",10.0,",N",6.0,",N",3.0,",N",,,0.0,",N",,,20061130.0,"+,,N",20061117.0,",,N",,,0.0,",,N,30,+",40.1,",,N,17,",132.6,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,US1MDAA0017,2008-08,39.056194,-76.567776,11.6,"HERALD HARBOR 0.5 NE, MD US",6.0,"3,N",3.0,"3,N",0.0,"3,N",,,0.0,"3,N",,,20080831.0,"+,3,N",20080803.0,",3,N",,,0.0,"3,,N,31,+",15.0,"3,,N,03,",32.4,"3,,,N",0.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,US1MDAA0019,2007-06,38.801085,-76.5147,2.1,"DEALE 1.8 ENE, MD US",9.0,",N",6.0,",N",0.0,",N",,,0.0,",N",,,20070630.0,"+,,N",20070604.0,",,N",,,0.0,",,N,30,+",17.3,",,N,04,",55.4,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,US1MDAA0020,2007-11,38.875728,-76.50459,3.7,"MAYO 1.1 SSW, MD US",6.0,"5,N",3.0,"5,N",0.0,"5,N",,,0.0,"5,N",,,20071130.0,"+,5,N",20071116.0,",5,N",,,0.0,"5,,N,30,+",19.1,"5,,N,16,",34.3,"5,,,N",0.0,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,US1MDAA0022,2010-06,38.84338,-76.54988,2.7,"SHADY SIDE 1.6 NW, MD US",,,,,,,,,,,,,,,,,,,,,,,28.7,"4,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,US1MDAA0023,2008-01,39.0579,-76.7105,51.8,"ODENTON 0.8 WSW, MD US",7.0,",N",5.0,",N",0.0,",N",,,1.0,",N",,,20080118.0,",,N",20080118.0,",,N",,,76.0,",,N,18,",23.1,",,N,18,",40.1,",,,N",76.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,US1MDAA0024,2008-08,39.094753,-76.540958,8.5,"SEVERNA PARK 1.9 ENE, MD US",,,,,,,,,,,,,,,,,,,,,,,20.6,"1,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,US1MDAA0026,2008-05,39.1184464,-76.6422272,36.6,"SOUTH GATE 1.0 SW, MD US",10.0,"2,N",7.0,"2,N",1.0,"2,N",,,0.0,"2,N",,,20080531.0,"+,2,N",20080509.0,",2,N",,,0.0,"2,,N,31,+",47.5,"2,,N,09,",226.0,",a,,N",0.0,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,US1MDAA0027,2008-05,39.13732,-76.65905,46.0,"SEVERN 1.7 E, MD US",14.0,"1,N",8.0,"1,N",2.0,"1,N",,,0.0,"1,N",,,20080531.0,"+,1,N",20080512.0,",1,N",,,0.0,"1,,N,31,+",88.9,"1,,N,12,",210.5,"1,,,N",0.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,US1MDAA0028,2008-07,38.921047,-76.521701,,"SELBY ON THE BAY 0.4 N, MD US",12.0,",N",7.0,",N",1.0,",N",,,0.0,",N",,,20080731.0,"+,,N",20080724.0,",,N",,,0.0,",,N,31,+",25.4,",,N,24,",78.3,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,US1MDAA0030,2008-09,38.82231,-76.6097,48.2,"LOTHIAN 0.6 SE, MD US",,,,,,,,,,,,,,,,,,,,,,,155.0,"3,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,US1MDAA0034,2009-03,39.0314,-76.6764,36.0,"CROFTON 1.5 NNE, MD US",9.0,"5,N",5.0,"5,N",0.0,"5,N",,,,,,,,,20090328.0,",5,N",,,,,16.3,"5,,N,28,",50.9,"2,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,US1MDAA0035,2009-05,39.2082,-76.6586,53.0,"LINTHICUM 0.4 ENE, MD US",17.0,"2,N",10.0,"2,N",4.0,"2,N",,,,,,,,,20090526.0,",2,N",,,,,44.5,"2,,N,26,",206.4,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,US1MDAA0039,2012-07,39.091628,-76.511171,10.7,"PASADENA 2.6 ESE, MD US",13.0,"5,N",4.0,"5,N",1.0,"5,N",,,,,,,,,20120720.0,",5,N",,,,,52.1,"5,,N,20,",85.3,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,US1MDAA0042,2010-05,38.964348,-76.581807,19.5,"ANNAPOLIS 4.3 W, MD US",10.0,"1,N",6.0,"1,N",0.0,"1,N",,,,,,,,,20100513.0,",1,N",,,,,18.0,"1,,N,13,",54.1,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,US1MDAA0043,2010-05,38.783953,-76.536154,2.1,"DEALE 0.9 SE, MD US",13.0,",N",5.0,",N",0.0,",N",,,,,,,,,20100518.0,",,N",,,,,14.2,",,N,18,",48.2,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,US1MDAA0044,2010-07,38.749729,-76.555957,6.1,"DEALE 3.0 S, MD US",8.0,",N",5.0,",N",1.0,",N",,,,,,,,,20100714.0,",,N",,,,,34.3,",,N,14,",95.3,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,US1MDAA0051,2011-12,39.1147,-76.6989,36.6,"SEVERN 1.5 SSW, MD US",9.0,"3,N",5.0,"3,N",1.0,"3,N",,,,,,,,,20111208.0,",3,N",,,,,51.3,"3,,N,08,",116.5,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,US1MDAA0053,2013-03,39.0589,-76.5079,4.0,"ARNOLD 1.2 NNW, MD US",7.0,"4,N",6.0,"4,N",0.0,"4,N",,,1.0,"4,N",,,20130325.0,",4,N",20130313.0,",4,N",,,51.0,"4,,N,25,",18.8,"4,,N,13,",66.0,"4,,,N",51.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,US1MDAA0054,2005-10,39.02919,-76.67292,46.0,"CROFTON 1.5 NNE, MD US",12.0,",N",9.0,",N",1.0,",N",,,0.0,",N",,,20051031.0,"+,,N",20051008.0,",,N",,,0.0,",,N,31,+",77.7,",,N,08,",164.8,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,US1MDAA0056,2013-05,38.77443632,-76.56227013,0.0,"DEALE 1.5 SSW, MD US",,,,,,,,,,,,,,,,,,,,,,,50.2,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,US1MDAA0059,2014-05,38.959166,-76.488006,8.5,"ANNAPOLIS 1.2 SE, MD US",15.0,"3,N",8.0,"3,N",1.0,"3,N",,,,,,,,,20140501.0,",3,N",,,,,44.2,"3,,N,01,",140.8,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,US1MDAA0063,2016-05,39.1234,-76.6818,,"SEVERN 1.0 SSE, MD US",19.0,"4,N",14.0,"4,N",2.0,"4,N",,,,,,,,,20160503.0,",4,N",,,,,42.7,"4,,N,03,",168.9,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,US1MDAA0064,2016-10,39.00387,-76.69154,35.1,"CROFTON 0.5 SSW, MD US",7.0,",N",4.0,",N",0.0,",N",,,,,,,,,20161009.0,",,N",,,,,21.1,",,N,09,",48.2,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,US1MDAA0065,2016-09,39.0755,-76.6925,66.8,"ODENTON 1.0 N, MD US",7.0,",N",5.0,",N",2.0,",N",,,,,,,,,20160929.0,",,N",,,,,44.5,",,N,29,",118.2,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,US1MDAA0066,2016-10,39.08469,-76.607627,13.1,"SEVERNA PARK 1.9 W, MD US",6.0,",N",4.0,",N",0.0,",N",,,,,,,,,20161009.0,",,N",,,,,17.0,",,N,09,",44.4,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,US1MDAA0067,2017-04,39.11449,-76.63047,32.9,"SOUTH GATE 1.0 SSW, MD US",13.0,",N",9.0,",N",2.0,",N",,,,,,,,,20170407.0,",,N",,,,,38.6,",,N,07,",125.2,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,US1MDAA0070,2017-08,38.99894,-76.551397,35.7,"ANNAPOLIS 3.2 NW, MD US",14.0,",N",11.0,",N",1.0,",N",,,,,,,,,20170808.0,",,N",,,,,26.7,",,N,08,",124.6,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,US1MDAA0071,2017-10,38.997832,-76.677016,45.1,"CROFTON 1.1 SSE, MD US",9.0,",N",7.0,",N",1.0,",N",0.0,"4,N",0.0,",N",20171031.0,"+,4,N",20171031.0,"+,,N",20171030.0,",,N",0.0,"4,,N,31,+",0.0,",,N,31,+",33.8,",,N,30,",78.5,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,US1MDAA0074,2018-06,38.94601,-76.58933,15.5,"RIVA 0.0 E, MD US",9.0,"3,N",6.0,"3,N",1.0,"3,N",,,,,,,,,20180604.0,",3,N",,,,,50.8,"3,,N,04,",108.8,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
