,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES
47,AGM00060419,1966-02,36.276,6.62,690.4,"MOHAMED BOUDIAF INTERNATIONAL, AG",,,,,,,,,,,,,,,0.0,"4,S",2.0,"4,S",0.0,"4,S",9.0,"4,S",0.0,"4,S",19660225.0,",4,S",,,,,,,,,19660227.0,",4,S",-1.1,"4,S,25,",,,,,,,26.1,"4,S,27,",,,,,,,,,11.91,"7,S",18.91,"4,,,S",4.91,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,AGM00060421,2001-07,35.867,7.117,891.0,"OUM EL BOUAGHI, AG",,,,,,,,,,,,,,,0.0,"5,S",0.0,"5,S",0.0,"2,S",29.0,"2,S",26.0,"2,S",20010721.0,",5,S",,,,,,,,,20010706.0,",2,S",13.0,"5,S,21,",,,,,,,42.7,"2,S,06,",,,,,,,,,27.74,"6,S",36.86,"2,,,S",18.62,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,AGM00060423,2003-04,36.283,7.967,680.0,"SOUK AHRAS, AG",,,,,,,,,,,,,,,0.0,"5,S",1.0,"5,S",0.0,"4,S",10.0,"4,S",0.0,"4,S",20030424.0,",5,S",,,,,,,,,20030429.0,",4,S",0.0,"5,S,24,",,,,,,,31.7,"4,S,29,",,,,,,,,,14.07,"7,S",19.47,"4,,,S",8.67,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,AGM00060425,1966-01,36.213,1.332,141.1,"ECH CHELIFF, AG",,,,,,,,,,,,,,,,,,,0.0,"4,S",4.0,"4,S",0.0,"4,S",,,,,,,,,,,19660131.0,"+,4,S",,,,,,,,,22.8,"4,S,31,+",,,,,,,,,,,18.13,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,AGM00060430,1975-07,36.3,2.233,721.0,"MILIANA, AG",,,,,,,,,,,,,,,,,,,0.0,"5,S",26.0,"5,S",17.0,"5,S",,,,,,,,,,,19750717.0,"+,5,S",,,,,,,,,39.0,"5,S,17,+",,,,,,,,,,,33.58,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,AGM00060437,2001-07,36.283,2.733,1036.0,"MEDEA, AG",,,,,,,,,,,,,,,0.0,"4,S",0.0,"4,S",0.0,"5,S",26.0,"5,S",10.0,"5,S",20010720.0,",4,S",,,,,,,,,20010731.0,",5,S",15.3,"4,S,20,",,,,,,,38.0,"5,S,31,",,,,,,,,,26.21,"6,S",31.1,"5,,,S",21.32,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,AGM00060444,1980-08,36.067,4.767,930.0,"BORDJ BOU ARRERIDJ, AG",,,,,,,,,,,,,,,0.0,"5,S",0.0,"5,S",,,,,,,19800830.0,",5,S",,,,,,,,,,,12.0,"5,S,30,",,,,,,,,,,,,,,,,,,,,,17.81,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,AGM00060445,1981-02,36.178,5.324,1050.0,"SETIF AIN ARNAT, AG",,,,,,,,,,,,,,,0.0,"4,S",7.0,"4,S",,,,,,,19810222.0,"+,4,S",,,,,,,,,,,-2.0,"4,S,22,+",,,,,,,,,,,,,,,,,,,,,2.38,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,AGM00060452,2001-06,35.817,-0.267,4.0,"ARZEW, AG",,,,,,,,,,,,,,,,,,,0.0,"3,S",27.0,"3,S",1.0,"3,S",,,,,,,,,,,20010626.0,",3,S",,,,,,,,,36.6,"3,S,26,",,,,,,,,,,,26.15,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,AGM00060457,1980-10,35.883,0.117,138.0,"MOSTAGANEM, AG",,,,,,,,,,,,,,,,,,,0.0,"4,S",18.0,"4,S",0.0,"4,S",,,,,,,,,,,19801006.0,",4,S",,,,,,,,,30.0,"4,S,06,",,,,,,,,,,,23.78,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,AGM00060461,2001-09,35.7,-0.65,22.0,"ORAN PORT, AG",,,127.9,"5,S",,,,,,,,,,,0.0,"3,S",0.0,"3,S",0.0,"2,S",28.0,"2,S",0.0,"2,S",20010924.0,"+,3,S",,,,,,,,,20010923.0,",2,S",20.0,"3,S,24,+",,,,,,,28.2,"2,S,23,",,,0.0,"2,S",,,,,23.43,"5,S",24.96,"2,,,S",21.9,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,AGM00060467,1981-04,35.667,4.5,442.0,"M SILA, AG",,,30.8,"5,S",,,,,,,,,,,0.0,"5,S",0.0,"5,S",0.0,"3,S",18.0,"3,S",0.0,"3,S",19810402.0,",5,S",,,,,,,,,19810410.0,",3,S",4.0,"5,S,02,",,,,,,,32.0,"3,S,10,",,,48.7,"3,S",,,,,17.59,"5,S",24.26,"3,,,S",10.92,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,AGM00060468,1976-06,35.55,6.183,1052.0,"BATNA, AG",,,,,,,,,,,,,,,0.0,"5,S",0.0,"5,S",,,,,,,19760607.0,",5,S",,,,,,,,,,,4.0,"5,S,07,",,,,,,,,,,,,,,,,,,,,,12.28,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,AGM00060471,2009-05,35.333,5.333,461.0,"BARIKA, AG",,,136.2,"2,S",4.0,",S",1.0,",S",0.0,",S",,,,,0.0,"1,S",0.0,"1,S",0.0,"1,S",29.0,"1,S",13.0,"1,S",20090517.0,",1,S",,,,,,,20090515.0,",,S",20090525.0,",1,S",7.2,"1,S,17,",,,,,7.1,",,S,15,",39.3,"1,S,25,",,,11.1,"1,S",8.9,",,,S",,,22.5,"2,S",30.63,"1,,,S",14.37,"1,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,AGM00060475,1979-11,35.432,8.121,811.1,"CHEIKH LARBI TEBESSI, AG",,,,,,,,,,,,,,,,,,,0.0,"5,S",2.0,"5,S",0.0,"5,S",,,,,,,,,,,19791110.0,"+,5,S",,,,,,,,,25.0,"5,S,10,+",,,,,,,,,,,14.24,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,AGM00060476,2001-07,35.467,7.083,987.0,"KHENCHELLA, AG",,,,,,,,,,,,,,,0.0,"5,S",0.0,"5,S",,,,,,,20010721.0,",5,S",,,,,,,,,,,13.0,"5,S,21,",,,,,,,,,,,,,,,,,,,,,20.05,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,AGM00060490,1957-07,35.624,-0.621,89.9,"ES SENIA, AG",,,169.5,"3,S",,,,,,,,,,,0.0,",S",0.0,",S",0.0,"3,S",28.0,"3,S",5.0,"3,S",19570701.0,",,S",,,,,,,,,19570719.0,"+,3,S",15.0,",S,01,",,,,,,,35.0,"3,S,19,+",0.0,S,0.0,"3,S",,,,,24.34,"3,S",30.16,"3,,,S",18.53,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,AGM00060506,1981-03,35.6,0.3,476.0,"MASCARA MATEMORE, AG",,,,,,,,,,,,,,,0.0,"5,S",1.0,"5,S",0.0,"5,S",12.0,"5,S",0.0,"5,S",19810319.0,",5,S",,,,,,,,,19810325.0,"+,5,S",0.0,"5,S,19,",,,,,,,28.0,"5,S,25,+",,,,,,,,,14.13,"6,S",21.77,"5,,,S",6.5,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,AGM00060507,1983-11,35.208,0.147,513.9,"GHRISS, AG",,,,,,,,,,,,,,,,,,,0.0,"3,S",17.0,"3,S",0.0,"3,S",,,,,,,,,,,19831105.0,",3,S",,,,,,,,,27.5,"3,S,05,",,,,,,,,,,,22.19,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,AGM00060511,1985-06,35.341,1.463,989.1,"BOU CHEKIF, AG",,,,,,,,,,,,,,,,,,,0.0,"3,S",27.0,"3,S",10.0,"3,S",,,,,,,,,,,19850618.0,",3,S",,,,,,,,,36.7,"3,S,18,",,,,,,,,,,,30.4,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,AGM00060514,2001-07,35.167,2.317,801.0,"KSAR CHELLALA, AG",,,,,,,,,,,,,,,0.0,"3,S",0.0,"3,S",,,,,,,20010720.0,",3,S",,,,,,,,,,,13.2,"3,S,20,",,,,,,,,,,,,,,,,,,,,,21.06,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,AGM00060515,1984-04,35.333,4.206,459.0,"BOU SAADA, AG",,,,,,,,,,,,,,,0.0,"5,S",0.0,"5,S",,,,,,,19840419.0,",5,S",,,,,,,,,,,3.9,"5,S,19,",,,,,,,,,,,,,,,,,,,,,11.54,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,AGM00060518,1980-12,35.3,-1.35,70.0,"BENI SAF, AG",,,,,,,,,,,,,,,,,,,0.0,"3,S",0.0,"3,S",0.0,"3,S",,,,,,,,,,,19801215.0,",3,S",,,,,,,,,19.0,"3,S,15,",,,,,,,,,,,14.93,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,AGM00060520,2001-07,35.2,-0.617,476.0,"SIDI BEL ABBES, AG",,,,,,,,,,,,,,,,,,,0.0,"5,S",26.0,"5,S",20.0,"5,S",,,,,,,,,,,20010731.0,",5,S",,,,,,,,,44.9,"5,S,31,",,,,,,,,,,,35.12,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,AGM00060522,1980-11,34.82,-1.77,426.0,"MAGHNIA, AG",,,,,,,,,,,,,,,,,,,0.0,"1,S",8.0,"1,S",0.0,"1,S",,,,,,,,,,,19801102.0,",1,S",,,,,,,,,28.0,"1,S,02,",,,,,,,,,,,19.21,"1,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,AGM00060531,1981-02,35.017,-1.45,248.1,"ZENATA, AG",,,,,,,,,,,,,,,0.0,"4,S",3.0,"4,S",0.0,"4,S",3.0,"4,S",0.0,"4,S",19810202.0,",4,S",,,,,,,,,19810227.0,",4,S",-2.0,"4,S,02,",,,,,,,26.0,"4,S,27,",,,,,,,,,10.56,"6,S",16.17,"4,,,S",4.96,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,AGM00060535,1973-03,34.683,3.25,1144.0,"DJELFA TLETSI, AG",,,,,,,,,,,,,,,0.0,"4,S",11.0,"4,S",0.0,"5,S",0.0,"5,S",0.0,"5,S",19730301.0,",4,S",,,,,,,,,19730307.0,"+,5,S",-7.0,"4,S,01,",,,,,,,18.0,"5,S,07,+",,,,,,,,,6.5,"8,S",12.15,"5,,,S",0.85,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,AGM00060536,1981-03,34.867,0.15,752.0,"SAIDA, AG",,,,,,,,,,,,,,,0.0,"4,S",0.0,"4,S",,,,,,,19810318.0,",4,S",,,,,,,,,,,1.0,"4,S,18,",,,,,,,,,,,,,,,,,,,,,6.52,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,AGM00060540,1987-03,34.15,0.067,1001.0,"EL KHEITER, AG",,,,,,,,,,,,,,,,,,,0.0,"3,S",13.0,"3,S",0.0,"3,S",,,,,,,,,,,19870302.0,",3,S",,,,,,,,,26.1,"3,S,02,",,,,,,,,,,,19.43,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,AGM00060549,1981-01,33.536,-0.242,1175.0,"MECHERIA, AG",,,,,,,,,,,,,,,,,,,0.0,"3,S",0.0,"3,S",0.0,"3,S",,,,,,,,,,,19810126.0,",3,S",,,,,,,,,16.0,"3,S,26,",,,,,,,,,,,11.0,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,AGM00060550,1976-03,33.667,1.0,1347.0,"EL BAYADH, AG",,,,,,,,,,,,,,,,,,,0.0,"4,S",0.0,"4,S",0.0,"4,S",,,,,,,,,,,19760318.0,",4,S",,,,,,,,,17.0,"4,S,18,",,,,,,,,,,,11.07,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,AGM00060555,1982-09,33.068,6.089,85.0,"SIDI MAHDI, AG",,,263.9,"4,S",,,,,,,,,,,0.0,"2,S",0.0,"2,S",0.0,"2,S",28.0,"2,S",23.0,"2,S",19820914.0,",2,S",,,,,,,,,19820901.0,",2,S",18.0,"2,S,14,",,,,,,,43.3,"2,S,01,",,,0.0,"2,S",,,,,28.52,"4,S",35.04,"2,,,S",22.0,"2,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,AGM00060557,2001-07,33.267,-0.3,1166.0,"NAAMA, AG",,,,,,,,,,,,,,,,,,,0.0,"4,S",27.0,"4,S",27.0,"4,S",,,,,,,,,,,20010712.0,"+,4,S",,,,,,,,,39.4,"4,S,12,+",,,,,,,,,,,37.24,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,AGM00060559,1973-02,33.511,6.777,61.9,"GUEMAR, AG",,,,,,,,,,,,,,,0.0,"5,S",0.0,"5,S",0.0,"5,S",1.0,"5,S",0.0,"5,S",19730221.0,"+,5,S",,,,,,,,,19730226.0,",5,S",3.0,"5,S,21,+",,,,,,,23.0,"5,S,26,",,,,,,,,,11.07,"7,S",16.13,"5,,,S",6.0,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,AGM00060560,1981-02,32.767,-0.6,1059.0,"AIN SEFRA, AG",,,0.0,"4,S",,,,,,,,,,,0.0,"3,S",10.0,"3,S",0.0,"2,S",1.0,"2,S",0.0,"2,S",19810202.0,"+,3,S",,,,,,,,,19810227.0,",2,S",-6.0,"3,S,02,+",,,,,,,22.0,"2,S,27,",,,256.5,"2,S",,,,,7.54,"4,S",13.88,"2,,,S",1.2,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,AGM00060563,2001-12,32.933,3.283,764.0,"HASSIR MEL, AG",,,0.0,"5,S",,,,,,,,,,,0.0,"4,S",3.0,"4,S",0.0,"3,S",2.0,"3,S",0.0,"3,S",20011210.0,",4,S",,,,,,,,,20011201.0,",3,S",-2.0,"4,S,10,",,,,,,,21.7,"3,S,01,",,,226.0,"3,S",,,,,9.54,"5,S",15.08,"3,,,S",4.01,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,AGM00060566,1973-02,32.384,3.794,460.9,"NOUMERAT, AG",,,,,,,,,,,,,,,0.0,"5,S",0.0,"5,S",0.0,"5,S",1.0,"5,S",0.0,"5,S",19730218.0,",5,S",,,,,,,,,19730226.0,",5,S",1.0,"5,S,18,",,,,,,,24.0,"5,S,26,",,,,,,,,,10.93,"9,S",15.78,"5,,,S",6.09,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,AGM00060571,1957-07,31.646,-2.27,811.1,"BECHAR, AG",,,418.4,"3,S",,,,,,,,,,,0.0,"3,S",0.0,"3,S",0.0,"3,S",28.0,"3,S",28.0,"3,S",19570723.0,",3,S",,,,,,,,,19570727.0,"+,3,S",23.9,"3,S,23,",,,,,,,42.2,"3,S,27,+",0.0,S,0.0,"3,S",,,,,33.28,"3,S",39.07,"3,,,S",27.48,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,AGM00060580,1957-07,31.917,5.413,150.0,"OUARGLA, AG",,,432.6,",S",,,,,,,,,,,0.0,",S",0.0,",S",0.0,",S",31.0,",S",31.0,",S",19570701.0,",,S",,,,,,,,,19570729.0,",,S",21.1,",S,01,",,,,,,,43.9,",S,29,",0.0,S,0.0,",S",,,,,32.29,",S",39.96,",,,S",24.61,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,AGM00060581,1965-12,31.673,6.14,141.1,"OUED IRARA, AG",,,,,,,,,,,,,,,0.0,"5,S",0.0,"5,S",0.0,"4,S",10.0,"4,S",0.0,"4,S",19651223.0,"+,5,S",,,,,,,,,19651228.0,"+,4,S",2.8,"5,S,23,+",,,,,,,22.2,"4,S,28,+",,,,,,,,,12.46,"8,S",18.86,"4,,,S",6.05,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,AGM00060602,1979-04,30.133,-2.167,505.0,"BENI ABBES, AG",,,,,,,,,,,,,,,0.0,"5,S",0.0,"5,S",,,,,,,19790402.0,",5,S",,,,,,,,,,,5.0,"5,S,02,",,,,,,,,,,,,,,,,,,,,,14.64,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,AGM00060603,2007-10,29.717,6.7,252.0,"RHOURD NOUSS, AG",,,,,2.0,"3,S",1.0,"3,S",0.0,"3,S",,,,,0.0,"3,S",0.0,"3,S",,,,,,,20071022.0,",3,S",,,,,,,20071020.0,",3,S",,,11.0,"3,S,22,",,,,,5.1,"3,,S,20,",,,,,,,6.1,"3,,,S",,,,,,,18.8,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,AGM00060607,1967-11,29.237,0.276,313.0,"TIMIMOUN, AG",,,,,,,,,,,,,,,0.0,"4,S",0.0,"4,S",,,,,,,19671129.0,",4,S",,,,,,,,,,,2.8,"4,S,29,",,,,,,,,,,,,,,,,,,,,,11.66,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,AGM00060620,1973-02,27.838,-0.186,280.1,"TOUAT CHEIKH SIDI MOHAMED BEL, AG",,,,,,,,,,,,,,,0.0,"3,S",4.0,"3,S",0.0,"5,S",11.0,"5,S",0.0,"5,S",19730204.0,",3,S",,,,,,,,,19730227.0,",5,S",-1.0,"3,S,04,",,,,,,,29.0,"5,S,27,",,,,,,,,,13.29,"6,S",21.78,"5,,,S",4.8,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,AGM00060630,1966-02,27.233,2.5,269.0,"IN SALAH, AG",,,55.9,"4,S",,,,,,,,,,,0.0,"3,S",0.0,"3,S",0.0,"3,S",25.0,"3,S",4.0,"3,S",19660209.0,",3,S",,,,,,,,,19660227.0,"+,3,S",7.8,"3,S,09,",,,,,,,33.9,"3,S,27,+",,,3.6,"3,S",,,,,20.48,"4,S",28.91,"3,,,S",12.04,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,AGM00060640,1983-03,26.724,8.623,541.9,"ILLIZI TAKHAMALT, AG",,,,,,,,,,,,,,,0.0,"5,S",0.0,"5,S",0.0,"4,S",23.0,"4,S",3.0,"4,S",19830311.0,",5,S",,,,,,,,,19830325.0,",4,S",6.1,"5,S,11,",,,,,,,36.1,"4,S,25,",,,,,,,,,17.39,"6,S",25.17,"4,,,S",9.61,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,AGM00060656,1957-07,27.7,-8.167,442.9,"TINDOUF, AG",,,526.2,",S",,,,,,,,,,,0.0,",S",0.0,",S",0.0,",S",31.0,",S",31.0,",S",19570703.0,",,S",,,,,,,,,19570727.0,"+,,S",21.1,",S,03,",,,,,,,46.1,",S,27,+",0.0,S,0.0,",S",,,,,35.31,",S",43.84,",,,S",26.77,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,AGM00060670,1966-06,24.293,9.452,968.0,"TISKA, AG",,,,,,,,,,,,,,,0.0,"5,S",0.0,"5,S",,,,,,,19660606.0,",5,S",,,,,,,,,,,22.2,"5,S,06,",,,,,,,,,,,,,,,,,,,,,25.36,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,AGM00060690,1993-06,19.567,5.767,401.0,"IN GUEZZAM, AG",,,,,,,,,,,,,,,0.0,"5,S",0.0,"5,S",,,,,,,19930602.0,",5,S",,,,,,,,,,,23.5,"5,S,02,",,,,,,,,,,,,,,,,,,,,,27.88,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,AJ000037575,1936-01,41.55,46.667,490.0,"ZAKATALA, AJ",,,,,1.0,",I",1.0,",I",0.0,",I",,,,,,,,,,,,,,,,,,,,,,,19360116.0,",,I",,,,,,,,,3.1,",,I,16,",,,,,,,3.1,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,AJ000037579,1936-01,41.7,46.8,1746.0,"ALIBEK, AJ",,,,,3.0,"1,I",0.0,"1,I",0.0,"1,I",,,,,,,,,,,,,,,,,,,,,,,19360126.0,"+,1,I",,,,,,,,,1.5,"1,,I,26,+",,,,,,,4.2,"1,,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,AJ000037605,1977-01,41.3,45.6,440.0,"BOGDANOVKA, AJ",,,,,9.0,",I",2.0,",I",0.0,",I",,,,,,,,,,,,,,,,,,,,,,,19770108.0,",,I",,,,,,,,,3.7,",,I,08,",,,,,,,15.6,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,AJ000037636,1977-01,41.3,45.5,404.0,"DJEYRANCELSKAJ STEP, AJ",,,,,16.0,",I",7.0,",I",0.0,",I",,,,,,,,,,,,,,,,,,,,,,,19770102.0,",,I",,,,,,,,,4.8,",,I,02,",,,,,,,34.4,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,AJ000037639,1955-01,41.133,45.417,333.0,"AGSTAPHA AIRPORT, AJ",,,,,4.0,",I",1.0,",I",0.0,",I",,,,,,,,,,,,,,,,,,,,,,,19550102.0,",,I",,,,,,,,,5.6,",,I,02,",,,,,,,8.6,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,AJ000037656,1977-01,41.2,46.8,403.0,"ADJINAURSKAYA STEP, AJ",,,,,16.0,",I",5.0,",I",0.0,",I",,,,,,,,,,,,,,,,,,,,,,,19770107.0,",,I",,,,,,,,,12.1,",,I,07,",,,,,,,38.7,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,AJ000037661,1936-01,41.217,47.167,641.0,"SHAKI, AJ",,,,,2.0,"2,I",1.0,"2,I",0.0,"2,I",,,,,,,,,,,,,,,,,,,,,,,19360117.0,",2,I",,,,,,,,,2.9,"2,,I,17,",,,,,,,4.1,"2,,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,AJ000037668,1964-01,41.1,47.5,583.0,"VARTASHEN, AJ",,,,,9.0,",I",3.0,",I",0.0,",I",,,,,,,,,,,,,,,,,,,,,,,19640117.0,",,I",,,,,,,,,20.9,",,I,17,",,,,,,,42.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,AJ000037673,1955-02,41.5,48.8,27.0,"HACMAS, AJ",,,,,1.0,"3,I",1.0,"3,I",0.0,"3,I",,,,,,,,,,,,,,,,,,,,,,,19550228.0,",3,I",,,,,,,,,6.3,"3,,I,28,",,,,,,,6.9,"3,,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
