,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,AWND,AWND_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES
43,CA007026739,1964-10,46.1333,-71.1667,468.0,"SACRE COEUR DE MARIE, QC CA",15.0,",C",8.0,",C",0.0,",C",1.0,",C",19641020.0,",,C",19641020.0,",,C",168.0,",,C,20,",17.3,",,C,20,",87.3,",,,C",168.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,CA007026754,1965-05,46.1167,-71.45,442.0,"ST ADRIEN D IRLANDE, QC CA",11.0,",C",8.0,",C",0.0,",C",0.0,",C",19650531.0,"+,,C",19650527.0,",,C",0.0,",,C,31,+",17.5,",,C,27,",58.1,",,,C",0.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,CA007026818,1980-06,45.6667,-73.3,41.0,"ST AMABLE, QC CA",12.0,",C",7.0,",C",0.0,",C",0.0,",C",19800630.0,"+,,C",19800626.0,",,C",0.0,",,C,30,+",25.0,",,C,26,",66.8,",,,C",0.0,",,,C",,,28.1,",C",,,0.0,",C",0.0,",C",0.0,",C",20.0,",C",0.0,",C",19800609.0,",,C",,,19800625.0,",,C",2.0,",C,09,",,,31.5,",C,25,",,,79.6,",C",16.62,",C",22.43,",,,C",10.8,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,CA007026836,1960-12,45.1333,-74.35,53.0,"ST ANICET, QC CA",11.0,",C",9.0,",C",0.0,",C",8.0,",C",19601221.0,"+,,C",19601221.0,"+,,C",89.0,",,C,21,+",8.9,",,C,21,+",44.4,",,,C",419.0,",,,C",,,0.0,",C",,,7.0,",C",30.0,",C",19.0,",C",0.0,",C",0.0,",C",19601228.0,",,C",,,19601206.0,",,C",-23.3,",C,28,",,,14.4,",C,06,",,,777.6,",C",-6.75,",C",-2.19,",,,C",-11.31,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,CA007026839,1969-10,45.4333,-73.9333,39.0,"STE ANNE DE BELLEVUE, QC CA",12.0,",C",7.0,",C",0.0,",C",0.0,",C",19691021.0,",,C",19691020.0,",,C",3.0,",,C,21,",15.2,",,C,20,",56.9,",,,C",3.0,",,,C",,,0.0,",C",,,0.0,",C",7.0,",C",1.0,",C",2.0,",C",0.0,",C",19691023.0,",,C",,,19691010.0,",,C",-6.1,",C,23,",,,23.9,",C,10,",,,314.0,",C",8.2,",C",12.48,",,,C",3.93,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,CA007026885,1965-04,46.15,-71.25,450.0,"ST ANTOINE DE PONTBRIAND, QC CA",6.0,"1,C",5.0,"1,C",0.0,"1,C",0.0,",C",19650430.0,"+,,C",19650412.0,",1,C",0.0,",,C,30,+",8.9,"1,,C,12,",27.4,"1,,,C",0.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,CA007026915,1965-09,46.05,-70.8,305.0,"ST BENOIT LABRE, QC CA",12.0,",C",6.0,",C",2.0,",C",0.0,",C",19650930.0,"+,,C",19650920.0,",,C",0.0,",,C,30,+",32.8,",,C,20,",103.4,",,,C",0.0,",,,C",,,,,,,,,,,0.0,",C",12.0,",C",0.0,",C",,,,,19650923.0,"+,,C",,,,,28.9,",C,23,+",,,,,,,18.61,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,CA007026916,1973-07,45.0833,-73.3833,49.0,"ST BERNARD DE LACOLLE, QC CA",15.0,",C",10.0,",C",1.0,",C",0.0,",C",19730731.0,"+,,C",19730725.0,",,C",0.0,",,C,31,+",25.4,",,C,25,",119.6,",,,C",0.0,",,,C",,,99.4,",C",,,0.0,",C",0.0,",C",0.0,",C",30.0,",C",2.0,",C",19730717.0,",,C",,,19730708.0,",,C",7.8,",C,17,",,,35.6,",C,08,",6.1,,6.1,",C",21.34,",C",27.33,",,,C",15.35,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,CA007026918,1977-10,45.3167,-73.0667,47.0,"STE BRIGIDE, QC CA",14.0,",C",10.0,",C",1.0,",C",0.0,",C",19771031.0,"+,,C",19771001.0,",,C",0.0,",,C,31,+",29.2,",,C,01,",130.4,",,,C",0.0,",,,C",,,0.0,"2,C",,,0.0,"2,C",8.0,"2,C",0.0,"1,C",0.0,"1,C",0.0,"1,C",19771031.0,",2,C",,,19771026.0,"+,1,C",-5.0,"2,C,31,",,,18.9,"1,C,26,+",,,313.2,"1,C",7.51,"2,C",11.97,"1,,,C",3.05,"2,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,CA007026920,1926-03,45.55,-73.35,61.0,"ST BRUNO, QC CA",15.0,",C",11.0,",C",1.0,",C",8.0,",C",19260302.0,",,C",19260302.0,",,C",257.0,",,C,02,",25.7,",,C,02,",105.0,",,,C",839.0,",,,C",,,0.0,",C",,,3.0,",C",31.0,",C",18.0,",C",0.0,",C",0.0,",C",19260314.0,",,C",,,19260322.0,",,C",-21.1,",C,14,",,,6.7,",C,22,",,,745.3,",C",-5.71,",C",-0.47,",,,C",-10.95,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,CA007026936,1965-05,45.6667,-70.9333,518.0,"STE CECILE, QC CA",,,,,,,0.0,",C",19650531.0,"+,,C",,,0.0,",,C,31,+",,,35.1,"1,a,,C",0.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,CA007027039,1993-09,45.1667,-73.6833,53.0,"STE CLOTHILDE, QC CA",18.0,"1,C",14.0,"1,C",1.0,"1,C",,,,,19930922.0,",1,C",,,37.9,"1,,C,22,",194.9,"1,,,C",,,,,9.5,"1,C",,,0.0,"1,C",3.0,"1,C",0.0,"1,C",7.0,"1,C",0.0,"1,C",19930930.0,",1,C",,,19930914.0,",1,C",-2.7,"1,C,30,",,,29.8,"1,C,14,",,,169.8,"1,C",12.8,"1,C",18.88,"1,,,C",6.73,"1,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,CA007027040,1937-06,45.1667,-73.6833,56.0,"STE CLOTHILDE CDA, QC CA",15.0,",C",11.0,",C",1.0,",C",0.0,",C",19370630.0,"+,,C",19370618.0,",,C",0.0,",,C,30,+",39.1,",,C,18,",118.4,",,,C",0.0,",,,C",,,,,,,0.0,",",0.0,",C",,,,,,,19370620.0,"+,,C",,,,,6.7,",C,20,+",,,,,,,,,,,,,11.94,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,CA007027083,1965-09,46.05,-70.5167,244.0,"ST COME DE LINIERE, QC CA",11.0,",C",6.0,",C",2.0,",C",0.0,",C",19650930.0,"+,,C",19650920.0,",,C",0.0,",,C,30,+",30.2,",,C,20,",104.4,",,,C",0.0,",,,C",,,16.9,",C",,,0.0,",C",6.0,",C",0.0,",C",12.0,",C",0.0,",C",19650928.0,",,C",,,19650922.0,",,C",-7.2,",C,28,",,,30.0,",C,22,",,,182.7,",C",12.81,",C",19.26,",,,C",6.35,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,CA007027085,1973-01,45.3667,-73.5833,31.0,"ST CONSTANT, QC CA",17.0,",C",6.0,",C",0.0,",C",4.0,",C",19730128.0,",,C",19730122.0,",,C",140.0,",,C,28,",22.4,",,C,22,",78.0,",,,C",337.0,",,,C",0.0,C,0.0,",C",,,8.0,",C",29.0,",C",19.0,",C",0.0,",C",0.0,",C",19730131.0,",,C",,,19730119.0,",,C",-29.4,",C,31,",,,7.2,",C,19,",,,814.2,",C",-7.93,",C",-3.82,",,,C",-12.04,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,CA007027088,1973-01,46.6167,-71.7833,70.0,"STE CROIX, QC CA",21.0,",C",11.0,",C",0.0,",C",7.0,",C",19730104.0,",,C",19730104.0,",,C",117.0,",,C,04,",11.7,",,C,04,",75.6,",,,C",458.0,",,,C",0.0,C,0.0,"1,C",,,13.0,",C",31.0,",C",21.0,"1,C",0.0,"1,C",0.0,"1,C",19730109.0,",,C",,,19730123.0,",1,C",-35.0,",C,09,",,,2.8,"1,C,23,",,,888.3,"1,C",-11.25,"1,C",-6.02,"1,,,C",-16.49,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,CA007027110,1963-11,45.5167,-73.7833,23.0,"STE DOROTHEE, QC CA",17.0,",C",11.0,",C",2.0,",C",0.0,",C",19631130.0,",,C",19631107.0,",,C",8.0,",,C,30,",39.4,",,C,07,",147.5,",,,C",8.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,CA007027120,1951-09,45.2,-71.6833,381.0,"STE EDWIDGE, QC CA",14.0,",C",7.0,",C",0.0,",C",0.0,",C",19510930.0,"+,,C",19510901.0,",,C",0.0,",,C,30,+",24.1,",,C,01,",91.5,",,,C",0.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,CA007027200,1929-01,46.0667,-70.9667,312.0,"ST EPHREM, QC CA",6.0,",C",6.0,",C",1.0,",C",3.0,",C",19290112.0,",,C",19290112.0,",,C",381.0,",,C,12,",38.1,",,C,12,",99.1,",,,C",648.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,CA007027248,1965-04,46.1,-71.5833,297.0,"ST FERDINAND, QC CA",8.0,",C",5.0,",C",0.0,",C",0.0,",C",19650430.0,"+,,C",19650421.0,",,C",0.0,",,C,30,+",10.4,",,C,21,",36.3,",,,C",0.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,CA007027259,1963-01,46.4833,-71.5667,137.0,"ST FLAVIEN, QC CA",6.0,",C",3.0,",C",0.0,",C",3.0,",C",19630112.0,",,C",19630112.0,",,C",114.0,",,C,12,",11.4,",,C,12,",25.6,",,,C",256.0,",,,C",0.0,C,0.0,",C",,,12.0,",C",31.0,",C",30.0,",C",0.0,",C",0.0,",C",19630117.0,"+,,C",,,19630120.0,",,C",-27.8,",C,17,+",,,1.7,",C,20,",,,915.9,",C",-11.21,",C",-6.54,",,,C",-15.89,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,CA007027260,1960-04,46.5167,-71.6,110.0,"ST FLAVIEN CDA FE, QC CA",,,,,,,0.0,",C",19600430.0,"+,,C",,,0.0,",,C,30,+",,,,,0.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,CA007027264,1965-04,45.9667,-71.6,465.0,"ST FORTUNAT, QC CA",4.0,"4,C",3.0,"4,C",0.0,"4,C",0.0,",C",19650430.0,"+,,C",19650421.0,",4,C",0.0,",,C,30,+",12.7,"4,,C,21,",39.6,"2,a,,C",0.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,CA007027267,1963-01,46.4833,-71.9333,91.0,"STE FRANCOISE ROMAINE, QC CA",10.0,",C",6.0,",C",0.0,",C",5.0,",C",19630127.0,",,C",19630127.0,",,C",160.0,",,C,27,",16.0,",,C,27,",45.3,",,,C",379.0,",,,C",,,,,,,10.0,"5,C",26.0,"5,C",25.0,"3,C",0.0,"3,C",0.0,"3,C",19630116.0,",5,C",,,19630120.0,",3,C",-33.9,"5,C,16,",,,2.2,"3,C,20,",,,,,-11.2,"7,C",-6.99,"3,,,C",-15.41,"5,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,CA007027277,1965-09,45.8667,-70.6167,282.0,"ST GEDEON, QC CA",8.0,",C",5.0,",C",2.0,",C",0.0,",C",19650930.0,"+,,C",19650924.0,",,C",0.0,",,C,30,+",32.8,",,C,24,",104.8,",,,C",0.0,",,,C",,,15.2,",C",,,0.0,",C",5.0,",C",0.0,",C",9.0,",C",0.0,",C",19650930.0,"+,,C",,,19650922.0,",,C",-5.6,",C,30,+",,,30.0,",C,22,",,,186.6,",C",12.62,",C",18.97,",,,C",6.27,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,CA007027280,1952-11,45.5,-73.85,23.0,"STE GENEVIEVE, QC CA",8.0,",C",4.0,",C",1.0,",C",0.0,",C",19521109.0,",,C",19521120.0,",,C",13.0,",,C,09,",31.2,",,C,20,",45.9,",,,C",13.0,",,,C",,,0.0,",C",,,0.0,",C",20.0,",C",2.0,",C",0.0,",C",0.0,",C",19521129.0,",,C",,,19521102.0,",,C",-7.8,",C,29,",,,18.3,",C,02,",,,461.1,",C",2.96,",C",6.11,",,,C",-0.19,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,CA007027283,1963-02,46.15,-70.7,168.0,"ST GEORGES, QC CA",15.0,",C",11.0,",C",1.0,",C",11.0,",C",19630219.0,",,C",19630219.0,",,C",254.0,",,C,19,",25.4,",,C,19,",149.6,",,,C",1496.0,",,,C",,,0.0,",C",,,18.0,",C",28.0,",C",28.0,",C",0.0,",C",0.0,",C",19630204.0,",,C",,,19630218.0,",,C",-33.9,",C,04,",,,-1.1,",C,18,",,,929.3,",C",-14.86,",C",-9.51,",,,C",-20.21,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,CA007027302,1963-02,45.8833,-72.7667,44.0,"ST GUILLAUME, QC CA",11.0,",C",10.0,",C",0.0,",C",10.0,",C",19630204.0,",,C",19630204.0,",,C",152.0,",,C,04,",15.2,",,C,04,",72.5,",,,C",725.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,CA007027306,1965-04,46.0333,-71.7167,457.0,"STE HELENE DE CHESTER, QC CA",9.0,",C",6.0,",C",0.0,",C",0.0,",C",19650430.0,"+,,C",19650412.0,",,C",0.0,",,C,30,+",14.2,",,C,12,",54.1,",,,C",0.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,CA007027308,1965-04,45.1167,-71.7,480.0,"ST HERMENEGILDE, QC CA",8.0,",C",7.0,",C",0.0,",C",0.0,",C",19650430.0,"+,,C",19650415.0,",,C",0.0,",,C,30,+",10.9,",,C,15,",51.1,",,,C",0.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,CA007027309,1965-09,45.8667,-70.8667,506.0,"ST HILAIRE DORSET, QC CA",10.0,",C",5.0,",C",1.0,",C",0.0,",C",19650930.0,"+,,C",19650920.0,",,C",0.0,",,C,30,+",31.0,",,C,20,",95.8,",,,C",0.0,",,,C",,,13.4,",C",,,0.0,",C",3.0,",C",0.0,",C",7.0,",C",0.0,",C",19650928.0,",,C",,,19650922.0,",,C",-6.1,",C,28,",,,27.8,",C,22,",,,189.8,",C",12.45,",C",17.1,",,,C",7.81,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,CA007027320,1928-08,45.5167,-73.4167,27.0,"MONTREAL ST HUBERT A, QC CA",10.0,",C",7.0,",C",1.0,",C",0.0,",C",19280831.0,"+,,C",19280804.0,",,C",0.0,",,C,31,+",29.7,",,C,04,",97.1,",,,C",0.0,",,,C",,,82.2,"3,C",,,0.0,"3,C",0.0,"3,C",0.0,"3,C",26.0,"3,C",4.0,"3,C",19280831.0,"+,3,C",,,19280827.0,",3,C",11.1,"3,C,31,+",,,33.3,"3,C,27,",,,4.7,"3,C",21.1,"3,C",27.51,"3,,,C",14.68,"3,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,CA007027322,2005-01,45.5167,-73.4167,27.0,"MONTREAL ST HUBERT A, QC CA",14.0,",C",6.0,",C",0.0,",C",4.0,",C",20050106.0,",,C",20050106.0,",,C",143.0,",,C,06,",14.6,",,C,06,",63.5,",,,C",346.0,",,,C",0.0,C,0.0,",C",25.0,",C",12.0,",C",30.0,",C",24.0,",C",0.0,",C",0.0,",C",20050122.0,",,C",20050112.0,"+,,C",20050113.0,",,C",-27.8,",C,22,",210.0,",,C,12,+",10.5,",C,13,",,,922.0,",C",-11.41,",C",-6.45,",,,C",-16.36,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,CA007027329,2010-01,45.5167,-73.4167,27.0,"MONTREAL ST HUBERT, QC CA",5.0,",C",2.0,",C",1.0,",C",,,,,20100125.0,",,C",,,29.8,",,C,25,",33.5,",,,C",,,0.0,C,0.0,",C",,,2.0,",C",28.0,",C",22.0,",C",0.0,",C",0.0,",C",20100130.0,",,C",,,20100125.0,",,C",-19.5,",C,30,",,,9.9,",C,25,",,,759.3,",C",-6.16,",C",-3.07,",,,C",-9.25,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,CA007027360,1890-06,45.6333,-72.95,31.0,"ST HYACINTHE, QC CA",7.0,",C",3.0,",C",1.0,",C",0.0,",C",18900630.0,"+,,C",18900604.0,",,C",0.0,",,C,30,+",29.7,",,C,04,",61.2,",,,C",0.0,",,,C",,,26.6,"2,C",,,0.0,"2,C",0.0,"2,C",0.0,"2,C",19.0,"2,C",0.0,"2,C",18900603.0,",2,C",,,18900630.0,",2,C",3.3,"2,C,03,",,,30.0,"2,C,30,",,,55.2,"2,C",17.31,"2,C",22.89,"2,,,C",11.73,"2,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,CA007027361,1963-10,45.5667,-72.9167,33.0,"ST HYACINTHE 2, QC CA",4.0,",C",2.0,",C",0.0,",C",0.0,",C",19631031.0,"+,,C",19631011.0,",,C",0.0,",,C,31,+",5.6,",,C,11,",13.4,",,,C",0.0,",,,C",,,0.5,"1,C",,,0.0,"1,C",4.0,"1,C",0.0,"1,C",10.0,"1,C",0.0,"1,C",19631009.0,",1,C",,,19631025.0,"+,1,C",-2.2,"1,C,09,",,,23.9,"1,C,25,+",,,187.5,"1,C",12.1,"1,C",17.42,"1,,,C",6.78,"1,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,CA007027372,1964-06,45.2667,-71.5167,394.0,"ST ISIDORE D AUCKLAND, QC CA",10.0,"3,C",6.0,"3,C",0.0,"3,C",0.0,",C",19640630.0,"+,,C",19640626.0,",3,C",0.0,",,C,30,+",13.7,"3,,C,26,",45.9,"3,,,C",0.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,CA007027382,1965-05,46.2667,-71.3667,290.0,"ST JACQUES DE LEEDS, QC CA",11.0,",C",10.0,",C",0.0,",C",0.0,",C",19650531.0,"+,,C",19650527.0,",,C",0.0,",,C,31,+",10.9,",,C,27,",56.4,",,,C",0.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,CA007027390,1963-03,45.3,-73.2667,42.0,"ST JEAN, QC CA",,,,,,,,,,,,,,,,,,,,,,,0.0,"4,C",,,6.0,"3,C",24.0,"3,C",13.0,"4,C",0.0,"4,C",0.0,"4,C",19630301.0,",3,C",,,19630326.0,",4,C",-24.5,"3,C,01,",,,12.2,"4,C,26,",,,617.9,"4,C",-4.48,"4,C",0.51,"4,,,C",-9.47,"3,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,CA007027391,1968-09,46.7167,-71.2167,53.0,"ST JEAN CHRYSOSTOME, QC CA",16.0,",C",4.0,",C",1.0,",C",0.0,",C",19680930.0,"+,,C",19680911.0,",,C",0.0,",,C,30,+",31.5,",,C,11,",64.3,",,,C",0.0,",,,C",,,0.0,",C",,,0.0,",C",1.0,",C",0.0,",C",16.0,",C",0.0,",C",19680915.0,",,C",,,19680920.0,"+,,C",-1.1,",C,15,",,,26.7,",C,20,+",,,125.3,",C",14.16,",C",20.43,",,,C",7.89,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,CA007027392,1965-05,46.1833,-71.45,264.0,"ST JEAN DE BREBEUF, QC CA",9.0,",C",7.0,",C",0.0,",C",0.0,",C",19650531.0,"+,,C",19650527.0,",,C",0.0,",,C,31,+",20.3,",,C,27,",75.3,",,,C",0.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,CA007027426,1965-05,46.0,-71.5333,453.0,"ST JULIEN, QC CA",10.0,",C",10.0,",C",0.0,",C",0.0,",C",19650531.0,"+,,C",19650525.0,",,C",0.0,",,C,31,+",11.4,",,C,25,",65.6,",,,C",0.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,CA007027440,1931-06,45.5167,-73.6667,38.0,"ST LAURENT COLLEGE, QC CA",8.0,",C",6.0,",C",0.0,",C",0.0,",C",19310630.0,"+,,C",19310615.0,",,C",0.0,",,C,30,+",24.1,",,C,15,",70.4,",,,C",0.0,",,,C",,,39.8,",C",,,0.0,",C",0.0,",C",0.0,",C",24.0,",C",1.0,",C",19310606.0,",,C",,,19310630.0,",,C",5.6,",C,06,",,,32.2,",C,30,",,,34.0,",C",18.53,",C",24.81,",,,C",12.24,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,CA007027470,2008-10,45.8333,-72.5333,85.0,"SAINT GERMAIN DE GRANTHAM, QC CA",8.0,"5,C",5.0,"5,C",1.0,"5,C",,,,,20081025.0,",5,C",,,25.9,"5,,C,25,",60.6,"5,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,CA007027516,1964-10,45.75,-70.6833,335.0,"ST LUDGER, QC CA",11.0,",C",8.0,",C",0.0,",C",1.0,",C",19641020.0,",,C",19641021.0,",,C",38.0,",,C,20,",16.5,",,C,21,",61.2,",,,C",38.0,",,,C",,,0.0,",C",,,0.0,",C",20.0,",C",0.0,",C",2.0,",C",0.0,",C",19641008.0,",,C",,,19641017.0,"+,,C",-11.1,",C,08,",,,21.1,",C,17,+",,,380.4,",C",6.06,",C",11.44,",,,C",0.68,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
