,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
71,US1COME0047,2004-12,39.0721,-108.6066,1414.0,"GRAND JUNCTION 2.4 W, CO US",5.0,"1,N",1.0,"1,N",0.0,"1,N",0.0,"2,N",20041223.0,"+,2,N",20041230.0,",1,N",5.0,"2,,N,23,+",5.1,"1,,N,30,",7.0,"1,,,N",13.0,"2,,,N",2.0,"3,N",20041209.0,"+,3,N",25.0,"3,,N,09,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,US1COME0049,2005-02,39.0692,-108.544,1410.9,"GRAND JUNCTION 1.0 ESE, CO US",9.0,"5,N",3.0,"5,N",0.0,"5,N",0.0,"5,N",20050228.0,"+,5,N",20050217.0,",5,N",0.0,"5,,N,28,+",3.0,"5,,N,17,",12.3,"5,,,N",0.0,"5,,,N",0.0,"5,N",20050228.0,"+,5,N",0.0,"5,,N,28,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,US1COME0052,2007-08,39.1218,-108.5587,1448.1,"GRAND JUNCTION 3.4 N, CO US",4.0,",N",3.0,",N",0.0,",N",0.0,",N",20070831.0,"+,,N",20070806.0,",,N",0.0,",,N,31,+",8.6,",,N,06,",21.9,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,US1COME0053,2005-06,39.2396,-107.9575,1841.9,"COLLBRAN 0.2 ESE, CO US",11.0,",N",7.0,",N",1.0,",N",0.0,",N",20050630.0,"+,,N",20050604.0,",,N",0.0,",,N,30,+",31.8,",,N,04,",107.0,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,US1COME0057,2010-02,39.075185,-108.537271,1410.9,"GRAND JUNCTION 1.2 SE, CO US",0.0,"2,N",0.0,"2,N",0.0,"2,N",0.0,"3,N",20100216.0,",3,N",20100216.0,"+,2,N",0.0,"3,T,N,16,",0.0,"2,T,N,16,+",0.0,"2,T,,N",0.0,"3,T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,US1COME0059,2006-09,39.036841,-108.522361,1427.1,"GRAND JUNCTION 3.8 SSE, CO US",8.0,"3,N",6.0,"3,N",0.0,"3,N",0.0,"3,N",20060930.0,"+,3,N",20060915.0,",3,N",0.0,"3,,N,30,+",10.4,"3,,N,15,",43.0,"3,,,N",0.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,US1COME0061,2007-07,39.0894,-108.1042,2450.6,"MESA 5.7 SSE, CO US",11.0,",N",3.0,",N",0.0,",N",0.0,",N",20070731.0,"+,,N",20070723.0,",,N",0.0,",,N,31,+",19.8,",,N,23,",46.0,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,US1COME0064,2007-10,39.039297,-108.634939,1509.1,"GRAND JUNCTION 5.5 SW, CO US",6.0,",N",3.0,",N",0.0,",N",0.0,",N",20071021.0,",,N",20071002.0,",,N",10.0,",,N,21,",9.4,",,N,02,",25.4,",,,N",10.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,US1COME0067,2007-12,39.08956,-108.535135,1448.1,"GRAND JUNCTION 1.0 E, CO US",13.0,",N",5.0,",N",0.0,",N",2.0,",N",20071214.0,",,N",20071207.0,",,N",89.0,",,N,14,",16.8,",,N,07,",53.5,",,,N",164.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,US1COME0068,2008-06,39.092414,-108.492405,1435.9,"GRAND JUNCTION 3.3 E, CO US",3.0,",N",2.0,",N",0.0,",N",0.0,",N",20080630.0,"+,,N",20080605.0,",,N",0.0,",,N,30,+",8.9,",,N,05,",15.0,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,US1COME0069,2012-01,39.088668,-108.628179,1411.2,"GRAND JUNCTION 4.0 W, CO US",4.0,",N",0.0,",N",0.0,",N",1.0,",N",20120124.0,",,N",20120127.0,",,N",25.0,",,N,24,",2.3,",,N,27,",5.9,",,,N",41.0,",,,N",2.0,",N",20120125.0,",,N",28.0,",,N,25,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,US1COME0071,2010-08,38.947808,-108.290111,1657.5,"WHITEWATER 7.8 ESE, CO US",11.0,"5,N",5.0,"5,N",0.0,"5,N",,,,,20100801.0,",5,N",,,22.4,"5,,N,01,",61.2,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,US1COME0075,2011-02,39.07235,-108.557331,1403.3,"GRAND JUNCTION 1.1 SSW, CO US",5.0,"2,N",1.0,"2,N",0.0,"2,N",1.0,"2,N",20110208.0,",2,N",20110208.0,",2,N",107.0,"2,,N,08,",8.6,"2,,N,08,",12.4,"2,,,N",117.0,"2,,,N",7.0,"2,N",20110208.0,",2,N",102.0,"2,,N,08,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,US1COME0077,2011-04,39.063871,-108.480113,1409.7,"GRAND JUNCTION 4.2 ESE, CO US",9.0,",N",5.0,",N",0.0,",N",,,,,20110419.0,",,N",,,8.1,",,N,19,",33.4,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,US1COME0078,2011-08,39.074177,-108.5598,1403.9,"GRAND JUNCTION 1.0 SSW, CO US",7.0,",N",3.0,",N",0.0,",N",,,,,20110815.0,",,N",,,4.3,",,N,15,",14.8,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,US1COME0079,2011-12,39.075223,-108.623557,1422.5,"GRAND JUNCTION 3.9 WSW, CO US",4.0,"3,N",1.0,"3,N",0.0,"3,N",0.0,"3,N",20111214.0,",3,N",20111214.0,",3,N",20.0,"3,,N,14,",6.4,"3,,N,14,",8.7,"3,,,N",48.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,US1COME0081,2012-07,39.085275,-108.63095,1415.5,"GRAND JUNCTION 4.2 W, CO US",,,,,,,,,,,,,,,,,28.6,"1,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,US1COME0083,2012-07,38.7917,-108.6281,2403.0,"WHITEWATER 16.8 SW, CO US",,,,,,,,,,,,,,,,,47.7,"1,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,US1COME0086,2012-08,39.10013617,-108.57619639,1404.5,"GRAND JUNCTION 1.5 NW, CO US",5.0,"4,N",0.0,"4,N",0.0,"4,N",,,,,20120823.0,",4,N",,,0.8,"4,,N,23,",2.2,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,US1COME0088,2013-02,39.0565338134766,-108.609657287598,1464.6,"GRAND JUNCTION 3.7 SW, CO US",3.0,"3,N",0.0,"3,N",0.0,"3,N",0.0,"3,N",20130224.0,"+,3,N",20130224.0,",3,N",20.0,"3,,N,24,+",1.8,"3,,N,24,",6.7,",a,,N",58.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,US1COME0091,2012-12,39.0644874572754,-108.462921142578,1413.7,"GRAND JUNCTION 5.1 ESE, CO US",8.0,"5,N",2.0,"5,N",0.0,"5,N",,,,,20121219.0,",5,N",,,7.6,"5,,N,19,",16.1,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,US1COME0094,2013-01,38.925378,-108.396161,1519.1,"WHITEWATER 4.2 SSE, CO US",6.0,",N",3.0,",N",0.0,",N",,,,,20130127.0,",,N",,,11.2,",,N,27,",19.9,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,US1COME0096,2013-04,39.0538,-108.6364,1482.9,"GRAND JUNCTION 5.0 WSW, CO US",8.0,",N",4.0,",N",0.0,",N",,,,,20130416.0,",,N",,,13.7,",,N,16,",36.8,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,US1COME0097,2012-12,39.083936,-108.56357,1410.3,"GRAND JUNCTION 0.6 WSW, CO US",9.0,",N",4.0,",N",0.0,",N",,,,,20121219.0,",,N",,,7.4,",,N,19,",22.8,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,US1COME0098,2014-11,39.06181,-108.52132,1406.0,"GRAND JUNCTION 2.4 SE, CO US",2.0,",N",1.0,",N",0.0,",N",0.0,"4,N",20141130.0,"+,4,N",20141103.0,",,N",0.0,"4,,N,30,+",7.6,",,N,03,",9.4,",,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,US1COME0099,2013-01,39.074115,-108.607364,,"GRAND JUNCTION 3.1 WSW, CO US",8.0,",N",1.0,",N",0.0,",N",1.0,",N",20130111.0,",,N",20130127.0,",,N",33.0,",,N,11,",6.9,",,N,27,",11.6,",,,N",50.0,",,,N",28.0,",N",20130123.0,"+,,N",114.0,",,N,23,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,US1COME0100,2013-04,39.04001149,-108.52098632,1425.5,"GRAND JUNCTION 3.7 SSE, CO US",7.0,",N",3.0,",N",0.0,",N",1.0,"1,N",20130417.0,",1,N",20130416.0,",,N",130.0,"1,,N,17,",10.7,",,N,16,",28.1,",,,N",130.0,"1,,,N",0.0,"2,N",20130419.0,",2,N",0.0,"2,T,N,19,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,US1COME0101,2013-02,39.103509,-108.669822,1408.2,"GRAND JUNCTION 6.4 W, CO US",7.0,",N",0.0,",N",0.0,",N",2.0,"2,N",20130224.0,",2,N",20130211.0,",,N",51.0,"2,,N,24,",1.8,",,N,11,",5.6,",,,N",76.0,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,US1COME0102,2013-05,39.0317535400391,-108.536781311035,1425.2,"GRAND JUNCTION 3.9 SSE, CO US",7.0,"2,N",5.0,"2,N",0.0,"2,N",,,,,20130508.0,",2,N",,,7.6,"2,,N,08,",24.3,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,US1COME0103,2013-05,39.087841,-108.629696,1411.2,"GRAND JUNCTION 4.1 W, CO US",7.0,"1,N",3.0,"1,N",0.0,"1,N",0.0,"1,N",20130531.0,"+,1,N",20130509.0,"+,1,N",0.0,"1,,N,31,+",5.3,"1,,N,09,+",18.0,"1,,,N",0.0,"1,,,N",0.0,"1,N",20130531.0,"+,1,N",0.0,"1,,N,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,US1COME0104,2013-06,39.0519,-108.6471,1495.0,"GRAND JUNCTION 5.6 WSW, CO US",1.0,",N",0.0,",N",0.0,",N",0.0,",N",20130630.0,"+,,N",20130617.0,",,N",0.0,",,N,30,+",0.5,",,N,17,",0.5,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,US1COME0105,2013-07,39.0949325561523,-108.658470153809,1416.1,"GRAND JUNCTION 5.7 W, CO US",9.0,"4,N",7.0,"4,N",0.0,"4,N",,,,,20130728.0,",4,N",,,15.5,"4,,N,28,",63.6,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,US1COME0106,2013-08,39.132528,-108.306194,1567.3,"PALISADE 3.3 ENE, CO US",8.0,"3,N",3.0,"3,N",1.0,"3,N",,,,,20130824.0,",3,N",,,41.4,"3,,N,24,",57.9,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,US1COME0109,2013-09,39.087651,-108.466467,1432.3,"GRAND JUNCTION 4.6 E, CO US",7.0,"3,N",7.0,"3,N",0.0,"3,N",,,,,20130923.0,",3,N",,,19.6,"3,,N,23,",63.3,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,US1COME0111,2013-10,39.1695442199707,-108.711380004883,1389.6,"FRUITA 1.2 NE, CO US",7.0,",N",5.0,",N",0.0,",N",,,,,20131004.0,",,N",,,7.1,",,N,04,",32.6,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,US1COME0112,2015-02,39.0516395568848,-108.617561340332,1486.2,"GRAND JUNCTION 4.3 SW, CO US",6.0,",N",2.0,",N",0.0,",N",2.0,"4,N",20150227.0,"+,4,N",20150201.0,",,N",25.0,"4,,N,27,+",9.1,",,N,01,",18.3,",,,N",50.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,US1COME0113,2015-07,39.125936,-108.553485,1445.4,"GRAND JUNCTION 2.7 N, CO US",13.0,"5,N",9.0,"5,N",0.0,"5,N",,,,,20150705.0,",5,N",,,7.9,"5,,N,05,",47.4,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,US1COME0117,2014-09,39.2011175,-108.802658,1378.0,"LOMA 0.9 E, CO US",8.0,"1,N",5.0,"1,N",0.0,"1,N",,,,,20140910.0,",1,N",,,13.2,"1,,N,10,",42.5,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,US1COME0118,2019-10,39.102116,-108.478981,1453.6,"GRAND JUNCTION 4.1 ENE, CO US",,,,,,,,,,,,,,,,,0.8,"2,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,US1COME0124,2015-03,39.093943,-108.338868,1506.0,"PALISADE 1.4 SE, CO US",5.0,"3,N",3.0,"3,N",0.0,"3,N",,,,,20150304.0,",3,N",,,4.3,"3,,N,04,",13.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,US1COME0125,2015-08,39.087994,-108.509153,1426.5,"GRAND JUNCTION 2.3 E, CO US",6.0,",N",2.0,",N",0.0,",N",,,,,20150831.0,",,N",,,10.2,",,N,31,",22.6,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,US1COME0127,2016-02,39.0830421447754,-108.626014709473,1417.9,"GRAND JUNCTION 3.9 W, CO US",5.0,"4,N",3.0,"4,N",0.0,"4,N",,,,,20160201.0,",4,N",,,9.7,"4,,N,01,",19.4,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,US1COME0133,2016-03,39.179549,-107.920951,2140.9,"COLLBRAN 4.6 SSE, CO US",8.0,"1,N",4.0,"1,N",0.0,"1,N",4.0,"4,N",20160323.0,",4,N",20160323.0,",1,N",259.0,"4,,N,23,",23.4,"1,,N,23,",47.0,"1,,,N",435.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,US1COME0135,2016-05,39.016593,-108.745887,2111.3,"GLADE PARK 1.4 NW, CO US",9.0,"1,N",4.0,"1,N",0.0,"1,N",,,,,20160509.0,",1,N",,,17.8,"1,,N,09,",39.5,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,US1COME0136,2016-09,39.24082,-108.1538,1708.7,"DE BEQUE 7.1 SSE, CO US",7.0,"3,N",3.0,"3,N",0.0,"3,N",,,,,20160923.0,",3,N",,,8.6,"3,,N,23,",27.4,"1,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,US1COME0137,2016-06,39.080928,-108.61919,1418.2,"GRAND JUNCTION 3.6 W, CO US",2.0,",N",0.0,",N",0.0,",N",0.0,",N",20160630.0,"+,,N",20160623.0,",,N",0.0,",,N,30,+",2.0,",,N,23,",2.3,",,,N",0.0,",,,N",0.0,",N",20160630.0,"+,,N",0.0,",,N,30,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,US1COME0139,2016-10,39.170878,-108.740158,1376.5,"FRUITA 1.2 NW, CO US",7.0,"1,N",4.0,"1,N",0.0,"1,N",,,,,20161025.0,",1,N",,,20.8,"1,,N,25,",50.3,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,US1COME0140,2016-09,39.1702,-108.7378,1376.8,"FRUITA 1.1 NNW, CO US",8.0,",N",1.0,",N",0.0,",N",,,,,20160930.0,",,N",,,6.6,",,N,30,",13.7,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,US1COME0142,2016-10,39.168337,-108.725909,1380.4,"FRUITA 0.8 N, CO US",4.0,"4,N",1.0,"4,N",0.0,"4,N",,,,,20161025.0,",4,N",,,7.9,"4,,N,25,",9.5,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,US1COME0143,2016-11,39.103533,-108.7002,1453.6,"GRAND JUNCTION 8.0 W, CO US",7.0,",N",4.0,",N",0.0,",N",1.0,",N",20161129.0,",,N",20161122.0,",,N",25.0,",,N,29,",8.1,",,N,22,",24.0,",,,N",25.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,US1COME0144,2017-03,39.0884094238281,-108.542098999023,1418.8,"GRAND JUNCTION 0.6 E, CO US",3.0,",N",1.0,",N",0.0,",N",,,,,20170328.0,",,N",,,2.5,",,N,28,",3.5,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,US1COME0146,2017-06,39.088643,-108.569228,1408.8,"GRAND JUNCTION 0.9 W, CO US",2.0,"5,N",0.0,"5,N",0.0,"5,N",,,,,20170602.0,",5,N",,,1.8,"5,,N,02,",2.3,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,US1COME0148,2017-11,39.071645,-108.501013,1409.1,"GRAND JUNCTION 3.0 ESE, CO US",1.0,",N",0.0,",N",0.0,",N",0.0,"1,N",20171130.0,"+,1,N",20171118.0,",,N",0.0,"1,,N,30,+",1.8,",,N,18,",1.8,",,,N",0.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,US1COME0153,2018-08,39.0757,-108.4417,1417.9,"CLIFTON 1.2 E, CO US",4.0,",N",2.0,",N",0.0,",N",0.0,",N",20180831.0,"+,,N",20180822.0,",,N",0.0,",,N,31,+",12.2,",,N,22,",20.8,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,US1COME0154,2018-09,39.06954,-108.55841,1403.6,"GRAND JUNCTION 1.3 SSW, CO US",1.0,",N",0.0,",N",0.0,",N",0.0,"3,N",20180930.0,"+,3,N",20180901.0,",,N",0.0,"3,,N,30,+",1.0,",,N,01,",1.0,",,,N",0.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,US1COME0155,2018-09,39.104971,-108.366818,1437.7,"PALISADE 0.5 WSW, CO US",0.0,"2,N",0.0,"2,N",0.0,"2,N",0.0,"4,N",20180930.0,"+,4,N",20180924.0,"+,2,N",0.0,"4,,N,30,+",0.0,"2,T,N,24,+",0.0,",T,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,US1COME0157,2019-08,39.136376,-108.711494,1374.0,"FRUITA 1.6 SSE, CO US",,,,,,,,,,,,,,,,,4.4,"3,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,US1COME0158,2019-10,39.06803,-108.49017,1412.7,"GRAND JUNCTION 3.6 ESE, CO US",0.0,"1,N",0.0,"1,N",0.0,"1,N",0.0,"1,N",20191031.0,"+,1,N",20191031.0,"+,1,N",0.0,"1,,N,31,+",0.0,"1,,N,31,+",0.0,"1,,,N",0.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,US1COME0159,2019-02,39.102443,-108.343761,1442.0,"PALISADE 0.8 ESE, CO US",8.0,"2,N",3.0,"2,N",0.0,"2,N",,,,,20190215.0,",2,N",,,14.7,"2,,N,15,",28.0,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,US1COME0160,2018-11,39.08546,-108.57711,1410.6,"GRAND JUNCTION 1.3 W, CO US",5.0,"3,N",1.0,"3,N",0.0,"3,N",,,,,20181125.0,",3,N",,,2.5,"3,,N,25,",4.1,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,US1COME0161,2019-01,39.127746,-108.66523,1382.0,"FRUITA 3.9 ESE, CO US",9.0,"3,N",1.0,"3,N",0.0,"3,N",,,,,20190118.0,",3,N",,,5.6,"3,,N,18,",13.2,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,US1COME0162,2019-01,39.065548,-108.643501,1449.0,"REDLANDS 1.4 SSE, CO US",8.0,",N",2.0,",N",0.0,",N",2.0,",N",20190101.0,",,N",20190118.0,",,N",33.0,",,N,01,",4.8,",,N,18,",14.8,",,,N",89.0,",,,N",16.0,",N",20190107.0,",,N",64.0,",,N,07,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,US1COME0163,2019-02,39.0928,-108.4704,1442.6,"GRAND JUNCTION 4.4 E, CO US",13.0,",N",1.0,",N",0.0,",N",2.0,"2,N",20190212.0,",2,N",20190215.0,",,N",41.0,"2,,N,12,",7.6,",,N,15,",19.7,",,,N",137.0,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,US1COME0169,2019-06,39.048316,-108.542752,1403.9,"ORCHARD MESA 1.5 NW, CO US",5.0,"2,N",2.0,"2,N",0.0,"2,N",,,,,20190623.0,",2,N",,,12.7,"2,,N,23,",18.4,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,US1COME0170,2020-03,39.108223,-108.355,1442.3,"PALISADE 0.2 ENE, CO US",10.0,"4,N",4.0,"4,N",0.0,"4,N",,,,,20200320.0,",4,N",,,17.0,"4,,N,20,",40.2,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,US1COME0172,2020-04,39.16876,-108.74113,1375.6,"FRUITA 1.1 NW, CO US",2.0,",N",1.0,",N",0.0,",N",,,,,20200417.0,",,N",,,7.9,",,N,17,",8.9,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,US1COME0173,2020-05,39.1,-108.5914,1398.7,"GRAND JUNCTION 2.2 WNW, CO US",1.0,"2,N",0.0,"2,N",0.0,"2,N",0.0,"2,N",20200531.0,"+,2,N",20200531.0,",2,N",0.0,"2,,N,31,+",1.8,"2,,N,31,",1.8,"2,,,N",0.0,"2,,,N",0.0,"2,N",20200531.0,"+,2,N",0.0,"2,,N,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,US1COME0174,2020-07,39.098849,-108.576577,1404.8,"GRAND JUNCTION 1.5 WNW, CO US",1.0,",N",0.0,",N",0.0,",N",,,,,20200724.0,",,N",,,0.8,",,N,24,",0.8,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,US1COME0175,2020-07,39.162951,-108.716557,1384.4,"FRUITA 0.7 NE, CO US",1.0,",N",0.0,",N",0.0,",N",0.0,",N",20200731.0,"+,,N",20200724.0,",,N",0.0,",,N,31,+",0.3,",,N,24,",0.3,",,,N",0.0,",,,N",0.0,",N",20200731.0,"+,,N",0.0,",,N,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,US1COME0176,2020-07,39.037198,-108.524125,1423.4,"ORCHARD MESA 0.3 NNW, CO US",3.0,"1,N",0.0,"1,N",0.0,"1,N",,,,,20200724.0,",1,N",,,1.0,"1,,N,24,",1.8,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,US1COME0178,2020-11,39.136971,-108.714294,1373.4,"FRUITA 1.5 SSE, CO US",4.0,",N",1.0,",N",0.0,",N",0.0,"4,N",20201130.0,"+,4,N",20201108.0,",,N",0.0,"4,,N,30,+",5.3,",,N,08,",7.6,",,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,US1COME0179,2020-12,39.20381,-108.80447,1380.7,"LOMA 0.9 ENE, CO US",6.0,",N",1.0,",N",0.0,",N",,,,,20201229.0,",,N",,,8.4,",,N,29,",12.1,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,US1COME0180,2021-11,39.089128,-108.68685,1467.0,"GRAND JUNCTION 7.2 W, CO US",2.0,",N",0.0,",N",0.0,",N",0.0,"3,N",20211130.0,"+,3,N",20211110.0,",,N",0.0,"3,,N,30,+",1.8,",,N,10,",2.3,",,,N",0.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,US1COME0183,2023-02,39.090679,-108.579313,1398.7,"GRAND JUNCTION 1.4 W, CO US",,,,,,,,,,,,,,,,,4.6,"3,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,US1COME0184,2022-06,38.956395,-108.327985,1666.6,"WHITEWATER 5.7 ESE, CO US",1.0,"5,N",0.0,"5,N",0.0,"5,N",,,,,20220619.0,",5,N",,,2.0,"5,,N,19,",2.0,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
