,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES
41,JA000047640,1951-01,35.5,138.767,861.0,"KAWAGUCHIKO, JA",0.0,I,0.0,",I",5.0,",I",2.0,",I",0.0,",I",,,0.0,",I",31.0,",I",1.0,",I",0.0,",I",0.0,",I",19510115.0,",,I",,,19510110.0,",,I",19510119.0,",,I",-13.9,",I,15,",,,20.9,",,I,10,",10.1,",I,19,",,,601.2,",I",27.4,",,,I",-1.06,",I",4.86,",,,I",-6.98,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,JA000047641,1951-01,35.983,139.067,234.0,"CHICHIBU, JA",0.0,I,0.0,",I",4.0,",I",3.0,",I",0.0,",I",,,0.0,",I",29.0,",I",0.0,",I",0.0,",I",0.0,",I",19510115.0,",,I",,,19510110.0,",,I",19510129.0,",,I",-10.2,",I,15,",,,8.9,",,I,10,",13.0,",I,29,",,,526.7,",I",16.8,",,,I",1.34,",I",8.36,",,,I",-5.68,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,JA000047648,1931-01,35.733,140.85,28.0,"CHOSHI, JA",0.0,G,0.0,",G",,,,,,,,,0.0,",G",12.0,",G",0.0,",G",0.0,",G",0.0,",G",19310111.0,",,G",,,,,19310104.0,",,G",-4.0,",G,11,",,,,,15.0,",G,04,",,,400.7,",G",,,5.41,",G",9.35,",,,G",1.47,",,,G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,JA000047649,1951-01,34.767,136.15,161.0,"UENO, JA",0.0,I,0.0,",I",6.0,",I",4.0,",I",1.0,",I",,,0.0,",I",25.0,",I",0.0,",I",0.0,",I",0.0,",I",19510116.0,",,I",,,19510110.0,",,I",19510130.0,",,I",-7.6,",I,16,",,,29.8,",,I,10,",12.7,",I,30,",,,493.0,",I",46.1,",,,I",2.43,",I",7.5,",,,I",-2.64,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,JA000047651,1951-01,34.733,136.517,18.0,"TSU, JA",0.0,I,0.0,",I",5.0,",I",3.0,",I",1.0,",I",,,0.0,",I",14.0,",I",0.0,",I",0.0,",I",0.0,",I",19510103.0,",,I",,,19510110.0,",,I",19510130.0,",,I",-3.5,",I,03,",,,26.9,",,I,10,",13.3,",I,30,",,,423.7,",I",43.8,",,,I",4.67,",I",8.83,",,,I",0.51,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,JA000047653,1951-01,34.633,137.1,8.0,"IRAKO, JA",0.0,I,0.0,",I",5.0,",I",4.0,",I",0.0,",I",,,0.0,",I",3.0,",I",0.0,",I",0.0,",I",0.0,",I",19510122.0,",,I",,,19510110.0,",,I",19510130.0,",,I",-1.8,",I,22,",,,23.9,",,I,10,",12.0,",I,30,",,,400.4,",I",42.8,",,,I",5.42,",I",8.3,",,,I",2.53,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,JA000047654,1951-01,34.717,137.717,33.0,"HAMAMATSU, JA",0.0,I,0.0,",I",5.0,",I",4.0,",I",0.0,",I",,,0.0,",I",8.0,",I",0.0,",I",0.0,",I",0.0,",I",19510122.0,",,I",,,19510110.0,",,I",19510131.0,"+,,I",-2.3,",I,22,",,,23.3,",,I,10,",14.3,",I,31,+",,,395.8,",I",40.7,",,,I",5.57,",I",9.69,",,,I",1.44,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,JA000047655,1951-01,34.6,138.217,47.0,"OMAEZAKI, JA",0.0,I,0.0,",I",5.0,",I",4.0,",I",0.0,",I",,,0.0,",I",7.0,",I",0.0,",I",0.0,",I",0.0,",I",19510122.0,",,I",,,19510110.0,",,I",19510130.0,",,I",-2.6,",I,22,",,,22.4,",,I,10,",14.8,",I,30,",,,371.9,",I",40.0,",,,I",6.34,",I",10.23,",,,I",2.44,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,JA000047656,1951-01,34.983,138.4,15.0,"SHIZUOKA, JA",0.0,I,0.0,",I",5.0,",I",2.0,",I",1.0,",I",,,0.0,",I",22.0,",I",0.0,",I",0.0,",I",0.0,",I",19510123.0,",,I",,,19510110.0,",,I",19510119.0,",,I",-4.8,",I,23,",,,35.4,",,I,10,",16.9,",I,19,",,,399.6,",I",40.8,",,,I",5.44,",I",11.22,",,,I",-0.33,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,JA000047657,1951-01,35.117,138.933,22.0,"MISHIMA, JA",0.0,I,0.0,",I",7.0,",I",4.0,",I",1.0,",I",,,0.0,",I",22.0,",I",0.0,",I",0.0,",I",0.0,",I",19510123.0,",,I",,,19510110.0,",,I",19510119.0,",,I",-7.5,",I,23,",,,31.1,",,I,10,",15.9,",I,19,",,,415.7,",I",42.9,",,,I",4.92,",I",10.56,",,,I",-0.72,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,JA000047662,1951-01,35.683,139.767,36.0,"TOKYO, JA",0.0,I,0.0,",I",8.0,",I",4.0,",I",0.0,",I",,,0.0,",I",19.0,",I",0.0,",I",0.0,",I",0.0,",I",19510122.0,",,I",,,19510110.0,",,I",19510129.0,",,I",-5.4,",I,22,",,,21.6,",,I,10,",14.4,",I,29,",,,450.4,",I",36.4,",,,I",3.8,",I",8.56,",,,I",-0.96,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,JA000047663,1951-01,34.067,136.2,27.0,"OWASE, JA",0.0,I,0.0,",I",5.0,",I",4.0,",I",0.0,",I",,,0.0,",I",21.0,",I",0.0,",I",0.0,",I",0.0,",I",19510115.0,",,I",,,19510107.0,",,I",19510120.0,",,I",-4.1,",I,15,",,,18.0,",,I,07,",14.3,",I,20,",,,396.3,",I",52.8,",,,I",5.55,",I",10.86,",,,I",0.23,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,JA000047666,1951-01,34.6,138.85,56.0,"IROZAKI, JA",0.0,I,0.0,",I",9.0,",I",5.0,",I",0.0,",I",,,0.0,",I",0.0,",I",0.0,",I",0.0,",I",0.0,",I",19510122.0,"+,,I",,,19510110.0,",,I",19510119.0,",,I",0.8,",I,22,+",,,15.8,",,I,10,",15.1,",I,19,",,,339.9,",I",42.8,",,,I",7.37,",I",9.89,",,,I",4.85,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,JA000047668,1951-01,35.05,139.1,68.0,"AJIRO, JA",0.0,I,0.0,",I",6.0,",I",3.0,",I",1.0,",I",,,0.0,",I",3.0,",I",0.0,",I",0.0,",I",0.0,",I",19510122.0,",,I",,,19510110.0,",,I",19510119.0,",,I",-0.9,",I,22,",,,30.8,",,I,10,",16.6,",I,19,",,,371.8,",I",40.3,",,,I",6.34,",I",9.91,",,,I",2.76,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,JA000047670,1951-01,35.433,139.65,42.0,"YOKOHAMA, JA",0.0,I,0.0,",I",6.0,",I",3.0,",I",0.0,",I",,,0.0,",I",16.0,",I",0.0,",I",0.0,",I",0.0,",I",19510122.0,",,I",,,19510110.0,",,I",19510119.0,",,I",-6.0,",I,22,",,,22.3,",,I,10,",13.9,",I,19,",,,453.9,",I",34.9,",,,I",3.69,",I",7.85,",,,I",-0.47,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,JA000047672,1969-01,34.983,139.867,7.0,"TATEYAMA, JA",0.0,I,0.0,",I",9.0,",I",6.0,",I",0.0,",I",,,0.0,",I",12.0,",I",0.0,",I",1.0,",I",0.0,",I",19690114.0,",,I",,,19690131.0,",,I",19690127.0,",,I",-4.1,",I,14,",,,24.5,",,I,31,",23.2,",I,27,",,,369.1,",I",75.5,",,,I",6.43,",I",11.02,",,,I",1.83,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,JA000047674,1951-01,35.15,140.317,13.0,"KATSUURA, JA",0.0,I,0.0,",I",9.0,",I",5.0,",I",0.0,",I",,,0.0,",I",8.0,",I",0.0,",I",0.0,",I",0.0,",I",19510122.0,",,I",,,19510110.0,",,I",19510119.0,",,I",-4.0,",I,22,",,,21.8,",,I,10,",14.8,",I,19,",,,390.5,",I",53.1,",,,I",5.74,",I",10.22,",,,I",1.25,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,JA000047675,1951-01,34.75,139.383,79.0,"OSHIMA, JA",0.0,I,0.0,",I",7.0,",I",5.0,",I",1.0,",I",,,0.0,",I",2.0,",I",0.0,",I",0.0,",I",0.0,",I",19510122.0,",,I",,,19510110.0,",,I",19510119.0,",,I",-0.5,",I,22,",,,63.4,",,I,10,",14.2,",I,19,",,,379.8,",I",98.7,",,,I",6.08,",I",9.09,",,,I",3.07,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,JA000047677,1951-01,34.117,139.517,37.0,"MIYAKEJIMA, JA",0.0,I,0.0,",I",14.0,",I",8.0,",I",2.0,",I",,,0.0,",I",0.0,",I",0.0,",I",0.0,",I",0.0,",I",19510121.0,",,I",,,19510119.0,",,I",19510120.0,",,I",1.5,",I,21,",,,92.8,",,I,19,",16.5,",I,20,",,,291.6,",I",198.7,",,,I",8.93,",I",11.26,",,,I",6.59,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,JA000047678,1951-01,33.117,139.783,80.0,"HACHIJOJIMA, JA",0.0,I,0.0,",I",18.0,",I",14.0,",I",3.0,",I",,,0.0,",I",0.0,",I",0.0,",I",0.0,",I",0.0,",I",19510122.0,",,I",,,19510110.0,",,I",19510110.0,",,I",2.4,",I,22,",,,103.5,",,I,10,",17.6,",I,10,",,,240.8,",I",308.3,",,,I",10.56,",I",13.12,",,,I",8.01,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,JA000047682,1967-01,35.6,140.1,19.0,"CHIBA, JA",0.0,I,0.0,",I",6.0,",I",2.0,",I",0.0,",I",,,0.0,",I",18.0,",I",0.0,",I",0.0,",I",0.0,",I",19670117.0,",,I",,,19670101.0,",,I",19670122.0,",,I",-4.4,",I,17,",,,16.5,",,I,01,",14.4,",I,22,",,,454.9,",I",32.0,",,,I",3.66,",I",8.07,",,,I",-0.75,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,JA000047684,1967-01,34.933,136.583,56.0,"YOKKAICHI, JA",0.0,I,0.0,",I",9.0,",I",4.0,",I",1.0,",I",,,0.0,",I",18.0,",I",0.0,",I",0.0,",I",0.0,",I",19670117.0,",,I",,,19670128.0,",,I",19670129.0,"+,,I",-6.0,",I,17,",,,31.3,",,I,28,",14.7,",I,29,+",,,449.5,",I",71.9,",,,I",3.83,",I",7.93,",,,I",-0.26,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,JA000047690,1951-01,36.733,139.5,1294.0,"NIKKO, JA",0.0,I,0.0,",I",11.0,",I",6.0,",I",0.0,",I",,,0.0,",I",31.0,",I",19.0,",I",0.0,",I",0.0,",I",19510115.0,",,I",,,19510110.0,",,I",19510119.0,",,I",-16.5,",I,15,",,,18.2,",,I,10,",5.6,",I,19,",,,723.5,",I",46.5,",,,I",-5.01,",I",-0.93,",,,I",-9.08,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,JA000047740,1951-01,36.2,133.333,31.0,"SAIGO, JA",0.0,I,0.0,",I",20.0,",I",13.0,",I",0.0,",I",,,0.0,",I",17.0,",I",0.0,",I",0.0,",I",0.0,",I",19510121.0,",,I",,,19510110.0,",,I",19510131.0,",,I",-5.2,",I,21,",,,20.0,",,I,10,",11.4,",I,31,",,,463.8,",I",130.9,",,,I",3.37,",I",6.61,",,,I",0.14,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,JA000047741,1951-01,35.45,133.067,23.0,"MATSUE, JA",0.0,I,0.0,",I",20.0,",I",11.0,",I",0.0,",I",,,0.0,",I",13.0,",I",0.0,",I",0.0,",I",0.0,",I",19510121.0,",,I",,,19510122.0,",,I",19510131.0,",,I",-4.2,",I,21,",,,16.0,",,I,22,",13.0,",I,31,",,,447.9,",I",86.9,",,,I",3.88,",I",7.19,",,,I",0.58,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,JA000047742,1951-01,35.55,133.233,3.0,"SAKAI, JA",0.0,I,0.0,",I",19.0,",I",12.0,",I",0.0,",I",,,0.0,",I",11.0,",I",0.0,",I",0.0,",I",0.0,",I",19510121.0,",,I",,,19510122.0,",,I",19510131.0,",,I",-4.6,",I,21,",,,21.4,",,I,22,",13.3,",I,31,",,,428.7,",I",137.4,",,,I",4.5,",I",7.85,",,,I",1.16,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,JA000047744,1951-01,35.433,133.333,9.0,"YONAGO, JA",0.0,I,0.0,",I",18.0,",I",9.0,",I",0.0,",I",,,0.0,",I",12.0,",I",0.0,",I",0.0,",I",0.0,",I",19510121.0,",,I",,,19510119.0,",,I",19510131.0,",,I",-4.6,",I,21,",,,14.5,",,I,19,",12.1,",I,31,",,,441.1,",I",84.1,",,,I",4.1,",I",7.39,",,,I",0.81,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,JA000047746,1951-01,35.483,134.233,16.0,"TOTTORI, JA",0.0,I,0.0,",I",20.0,",I",11.0,",I",0.0,",I",,,0.0,",I",8.0,",I",0.0,",I",0.0,",I",0.0,",I",19510121.0,",,I",,,19510112.0,",,I",19510129.0,",,I",-4.5,",I,21,",,,24.1,",,I,12,",11.7,",I,29,",,,444.6,",I",150.9,",,,I",3.99,",I",7.12,",,,I",0.86,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,JA000047747,1951-01,35.5,134.783,183.0,"TAJIMA, JA",,,,,21.0,",I",14.0,",I",1.0,",I",,,,,,,,,,,,,,,,,19510121.0,",,I",,,,,,,32.7,",,I,21,",,,,,,,177.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,JA000047750,1953-01,35.45,135.333,30.0,"MAIZURU REGIONAL MET HQ, JA",,,,,27.0,",S",20.0,",S",2.0,",S",,,,,,,1.0,"1,S",0.0,"1,S",0.0,"1,S",,,,,19530130.0,",,S",19530110.0,",1,S",,,,,39.1,",,S,30,",15.0,"1,S,10,",,,,,297.7,",,,S",,,6.36,"1,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,JA000047751,1951-01,35.417,136.417,1377.0,"IBUKIYAMA MOUNTAIN AUT, JA",0.0,I,0.0,",I",,,,,,,,,0.0,",I",31.0,",I",23.0,",I",0.0,",I",0.0,",I",19510122.0,",,I",,,,,19510118.0,",,I",-13.5,",I,22,",,,,,4.5,",I,18,",,,742.9,",I",,,-5.63,",I",-3.13,",,,I",-8.13,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,JA000047754,1951-01,34.683,131.783,57.0,"IWAMI AIRPORT, JA",,,,,11.0,",I",7.0,",I",0.0,",I",,,,,,,,,,,,,,,,,19510119.0,",,I",,,,,,,22.0,",,I,19,",,,,,,,73.7,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,JA000047755,1951-01,34.9,132.067,20.0,"HAMADA, JA",0.0,I,0.0,",I",15.0,",I",4.0,",I",0.0,",I",,,0.0,",I",6.0,",I",0.0,",I",0.0,",I",0.0,",I",19510121.0,",,I",,,19510119.0,",,I",19510131.0,",,I",-4.4,",I,21,",,,18.6,",,I,19,",13.9,",I,31,",,,398.7,",I",43.1,",,,I",5.47,",I",8.95,",,,I",1.99,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,JA000047756,1951-01,35.067,134.017,147.0,"TSUYAMA, JA",0.0,I,0.0,",I",7.0,",I",2.0,",I",0.0,",I",,,0.0,",I",24.0,",I",0.0,",I",0.0,",I",0.0,",I",19510123.0,",,I",,,19510110.0,",,I",19510129.0,",,I",-7.7,",I,23,",,,9.0,",,I,10,",12.8,",I,29,",,,489.9,",I",21.9,",,,I",2.53,",I",7.15,",,,I",-2.09,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,JA000047759,1951-01,35.017,135.733,46.0,"KYOTO, JA",0.0,I,0.0,",I",9.0,",I",3.0,",I",0.0,",I",,,0.0,",I",20.0,",I",0.0,",I",0.0,",I",0.0,",I",19510123.0,",,I",,,19510110.0,",,I",19510129.0,",,I",-5.4,",I,23,",,,24.4,",,I,10,",12.7,",I,29,",,,446.0,",I",46.5,",,,I",3.95,",I",8.48,",,,I",-0.59,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,JA000047761,1951-01,35.283,136.25,89.0,"HIKONE, JA",0.0,I,0.0,",I",14.0,",I",6.0,",I",1.0,",I",,,0.0,",I",13.0,",I",0.0,",I",0.0,",I",0.0,",I",19510115.0,",,I",,,19510110.0,",,I",19510130.0,",,I",-5.8,",I,15,",,,28.6,",,I,10,",11.2,",I,30,",,,468.4,",I",77.5,",,,I",3.22,",I",6.34,",,,I",0.11,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,JA000047762,1951-01,33.95,130.933,19.0,"SHIMONOSEKI, JA",0.0,I,0.0,",I",10.0,",I",7.0,",I",0.0,",I",,,0.0,",I",3.0,",I",0.0,",I",0.0,",I",0.0,",I",19510121.0,",,I",,,19510119.0,",,I",19510130.0,",,I",-4.3,",I,21,",,,18.4,",,I,19,",12.1,",I,30,",,,398.3,",I",55.8,",,,I",5.49,",I",8.35,",,,I",2.62,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,JA000047765,1951-01,34.4,132.467,53.0,"HIROSHIMA, JA",0.0,I,0.0,",I",6.0,",I",4.0,",I",0.0,",I",,,0.0,",I",17.0,",I",0.0,",I",0.0,",I",0.0,",I",19510122.0,",,I",,,19510119.0,",,I",19510129.0,",,I",-3.9,",I,22,",,,12.5,",,I,19,",13.3,",I,29,",,,424.6,",I",39.6,",,,I",4.64,",I",9.02,",,,I",0.26,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,JA000047766,1951-01,34.233,132.567,4.0,"KURE REGIONAL MET HQ, JA",,,,,4.0,",I",4.0,",I",0.0,",I",,,,,,,,,,,,,,,,,19510119.0,",,I",,,,,,,12.5,",,I,19,",,,,,,,34.2,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,JA000047767,1951-01,34.45,133.25,3.0,"FUKUYAMA, JA",0.0,I,0.0,",I",5.0,",I",4.0,",I",0.0,",I",,,0.0,",I",20.0,",I",0.0,",I",0.0,",I",0.0,",I",19510114.0,",,I",,,19510107.0,",,I",19510117.0,",,I",-5.2,",I,14,",,,11.7,",,I,07,",13.2,",I,17,",,,435.1,",I",33.2,",,,I",4.3,",I",8.99,",,,I",-0.4,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,JA000047768,1951-01,34.667,133.917,18.0,"OKAYAMA, JA",0.0,I,0.0,",I",5.0,",I",3.0,",I",0.0,",I",,,0.0,",I",21.0,",I",0.0,",I",0.0,",I",0.0,",I",19510123.0,",,I",,,19510110.0,",,I",19510131.0,",,I",-5.3,",I,23,",,,12.0,",,I,10,",12.4,",I,31,",,,460.2,",I",33.5,",,,I",3.49,",I",8.26,",,,I",-1.28,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,JA000047769,1951-01,34.833,134.667,40.0,"HIMEJI, JA",,,,,5.0,",I",3.0,",I",0.0,",I",,,,,,,,,,,,,,,,,19510110.0,",,I",,,,,,,12.2,",,I,10,",,,,,,,27.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,JA000047770,1951-01,34.7,135.217,30.0,"KOBE, JA",0.0,I,0.0,",I",5.0,",I",4.0,",I",0.0,",I",,,0.0,",I",8.0,",I",0.0,",I",0.0,",I",0.0,",I",19510122.0,",,I",,,19510110.0,",,I",19510117.0,",,I",-3.9,",I,22,",,,15.6,",,I,10,",12.1,",I,17,",,,431.1,",I",42.5,",,,I",4.43,",I",7.95,",,,I",0.9,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,JA000047772,1951-01,34.433,135.25,8.0,"KANSAI INTERNATIONA, JA",,,,,7.0,",I",5.0,",I",0.0,",I",,,,,,,,,,,,,,,,,19510110.0,",,I",,,,,,,19.9,",,I,10,",,,,,,,52.2,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,JA000047776,1951-01,34.333,134.9,112.0,"SUMOTO, JA",0.0,I,0.0,",I",5.0,",I",4.0,",I",0.0,",I",,,0.0,",I",6.0,",I",0.0,",I",0.0,",I",0.0,",I",19510122.0,",,I",,,19510119.0,",,I",19510130.0,",,I",-2.6,",I,22,",,,18.8,",,I,19,",11.6,",I,30,",,,420.7,",I",51.0,",,,I",4.76,",I",7.63,",,,I",1.9,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,JA000047777,1951-01,34.233,135.167,18.0,"WAKAYAMA, JA",0.0,I,0.0,",I",5.0,",I",4.0,",I",0.0,",I",,,0.0,",I",15.0,",I",0.0,",I",0.0,",I",0.0,",I",19510115.0,",,I",,,19510119.0,",,I",19510130.0,",,I",-2.4,",I,15,",,,15.4,",,I,19,",13.7,",I,30,",,,407.6,",I",48.8,",,,I",5.18,",I",9.37,",,,I",0.99,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,JA000047778,1953-01,33.45,135.75,76.0,"SHIONOMISAKI, JA",,,,,,,,,,,,,,,,,0.0,",S",0.0,",S",0.0,",S",,,,,,,19530111.0,",,S",,,,,,,18.3,",S,11,",,,,,,,,,10.7,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,JA000047780,1953-05,34.7,135.833,106.0,"NARA, JA",,,,,,,,,,,,,,,,,0.0,",S",22.0,",S",0.0,",S",,,,,,,19530511.0,",,S",,,,,,,29.4,",S,11,",,,,,,,,,23.3,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
