,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES
98,US1NYSF0031,2014-02,41.049709,-72.430222,5.8,"SOUTHOLD 0.7 S, NY US",14.0,",N",11.0,",N",1.0,",N",,,,,20140214.0,",,N",,,34.0,",,N,14,",111.5,",,,N",,,19.0,"5,N",20140216.0,",5,N",305.0,"5,,N,16,",,,,
99,US1NYSF0034,2014-10,40.723405,-73.240982,1.2,"BAY SHORE 0.5 ESE, NY US",15.0,",N",7.0,",N",0.0,",N",,,,,20141023.0,",,N",,,24.9,",,N,23,",94.9,",,,N",,,,,,,,,,,,
100,US1NYSF0037,2015-04,40.936023,-72.979927,41.1,"MILLER PLACE 0.5 ENE, NY US",13.0,"4,N",6.0,"4,N",0.0,"4,N",,,,,20150421.0,",4,N",,,24.9,"4,,N,21,",47.7,"4,,,N",,,,,,,,,,,,
101,US1NYSF0039,2015-06,40.7369499206543,-73.0839004516602,5.8,"SAYVILLE 0.0 N, NY US",13.0,"1,N",7.0,"1,N",2.0,"1,N",,,,,20150628.0,",1,N",,,30.0,"1,,N,28,",107.8,"1,,,N",,,,,,,,,,,,
102,US1NYSF0041,2016-01,40.727947,-73.434089,20.7,"EAST FARMINGDALE 0.9 W, NY US",7.0,"1,N",5.0,"1,N",0.0,"1,N",,,,,20160111.0,",1,N",,,22.9,"1,,N,11,",58.4,"1,,,N",,,,,,,,,,,,
103,US1NYSF0042,2016-09,41.069047,-72.424272,8.8,"SOUTHOLD 0.7 NNE, NY US",10.0,"1,N",8.0,"1,N",1.0,"1,N",,,,,20160919.0,",1,N",,,37.6,"1,,N,19,",102.9,"1,,,N",,,,,,,,,,,,
104,US1NYSF0044,2016-06,40.8374,-72.866779,29.3,"SHIRLEY 2.9 N, NY US",7.0,",N",4.0,",N",0.0,",N",,,,,20160609.0,",,N",,,12.4,",,N,09,",36.8,",,,N",,,,,,,,,,,,
105,US1NYSF0049,2016-10,40.732633,-73.080656,4.6,"SAYVILLE 1.0 SSE, NY US",8.0,"1,N",8.0,"1,N",1.0,"1,N",,,,,20161001.0,",1,N",,,27.7,"1,,N,01,",107.9,"1,,,N",,,,,,,,,,,,
106,US1NYSF0057,2016-12,40.7718658447266,-73.0357360839844,14.9,"PATCHOGUE 1.1 NW, NY US",9.0,",N",8.0,",N",0.0,",N",,,,,20161212.0,",,N",,,21.6,",,N,12,",100.3,",,,N",,,,,,,,,,,,
107,US1NYSF0058,2016-09,40.8177261352539,-73.0478744506836,34.4,"HOLTSVILLE 0.3 N, NY US",10.0,"2,N",6.0,"2,N",1.0,"2,N",,,,,20160920.0,",2,N",,,27.9,"2,,N,20,",64.0,"2,,,N",,,,,,,,,,,,
108,US1NYSF0059,2016-09,40.776294,-73.111945,22.9,"BOHEMIA 0.5 ENE, NY US",,,,,,,,,,,,,,,,,90.3,"3,a,,N",,,,,,,,,,,,
109,US1NYSF0060,2016-12,40.750674,-73.027956,5.2,"BLUE POINT 0.4 E, NY US",11.0,"5,N",8.0,"5,N",0.0,"5,N",,,,,20161212.0,",5,N",,,19.6,"5,,N,12,",85.5,"5,,,N",,,,,,,,,,,,
110,US1NYSF0061,2016-09,40.8916893005371,-73.3831329345703,53.6,"CENTERPORT 0.9 SW, NY US",10.0,"1,N",5.0,"1,N",0.0,"1,N",,,,,20160920.0,",1,N",,,17.0,"1,,N,20,",43.1,"1,,,N",,,,,,,,,,,,
111,US1NYSF0062,2016-09,40.672621,-73.383889,3.7,"COPIAGUE 0.4 ENE, NY US",8.0,"1,N",5.0,"1,N",2.0,"1,N",,,,,20160902.0,",1,N",,,40.6,"1,,N,02,",98.6,"1,,,N",,,,,,,,,,,,
112,US1NYSF0063,2016-09,40.840824,-73.122472,31.7,"LAKE GROVE 1.2 SSW, NY US",9.0,",N",5.0,",N",1.0,",N",,,,,20160920.0,",,N",,,27.9,",,N,20,",56.8,",,,N",,,,,,,,,,,,
113,US1NYSF0065,2016-09,40.703554,-73.305402,5.2,"WEST ISLIP 0.6 SW, NY US",10.0,"3,N",6.0,"3,N",2.0,"3,N",,,,,20160902.0,",3,N",,,59.9,"3,,N,02,",118.1,",a,,N",,,,,,,,,,,,
114,US1NYSF0069,2016-09,40.869696,-73.17078,44.2,"SMITHTOWN 2.5 ENE, NY US",11.0,",N",6.0,",N",1.0,",N",,,,,20160920.0,",,N",,,25.4,",,N,20,",57.7,",,,N",,,,,,,,,,,,
115,US1NYSF0070,2016-09,41.0495567321777,-72.3621826171875,4.6,"SHELTER ISLAND HEIGHTS 2.1 SSW, NY US",8.0,"3,N",7.0,"3,N",1.0,"3,N",,,,,20160920.0,",3,N",,,82.6,"3,,N,20,",119.2,"3,,,N",,,,,,,,,,,,
116,US1NYSF0073,2016-09,40.7259788513184,-73.2727508544922,10.4,"BRIGHTWATERS 0.7 NNW, NY US",10.0,",N",7.0,",N",1.0,",N",,,,,20160920.0,",,N",,,31.5,",,N,20,",83.8,",,,N",,,,,,,,,,,,
117,US1NYSF0074,2016-09,40.747171,-73.19658,7.9,"ISLIP TERRACE 0.5 W, NY US",9.0,",N",7.0,",N",2.0,",N",,,,,20160902.0,",,N",,,54.6,",,N,02,",139.2,",,,N",,,,,,,,,,,,
118,US1NYSF0075,2016-09,40.759895,-73.389305,27.1,"WHEATLEY HEIGHTS 1.0 WSW, NY US",6.0,"2,N",5.0,"2,N",1.0,"2,N",,,,,20160920.0,",2,N",,,26.4,"2,,N,20,",62.5,"2,,,N",,,,,,,,,,,,
119,US1NYSF0076,2021-05,40.925554,-73.09972,46.6,"SETAUKET EAST SETAUKET 0.3 SSE, NY US",8.0,"4,N",6.0,"4,N",1.0,"4,N",,,,,20210529.0,",4,N",,,33.5,"4,,N,29,",115.4,"4,,,N",,,,,,,,,,,,
120,US1NYSF0077,2016-09,40.828998,-73.16433,31.1,"NESCONSET 1.4 SSW, NY US",9.0,",N",7.0,",N",1.0,",N",,,,,20160920.0,",,N",,,28.7,",,N,20,",56.9,",,,N",,,,,,,,,,,,
121,US1NYSF0078,2016-09,40.8339462280273,-73.3037261962891,48.2,"COMMACK 1.3 SW, NY US",8.0,"5,N",3.0,"5,N",0.0,"5,N",,,,,20160920.0,",5,N",,,21.6,"5,,N,20,",40.2,"5,,,N",,,,,,,,,,,,
122,US1NYSF0079,2016-10,40.8304328918457,-73.2285308837891,13.4,"SMITHTOWN 2.0 SSW, NY US",8.0,"4,N",4.0,"4,N",0.0,"4,N",,,,,20161028.0,",4,N",,,16.5,"4,,N,28,",50.0,"4,,,N",,,,,,,,,,,,
123,US1NYSF0080,2016-09,40.8239,-72.6947,10.1,"REMSENBURG SPEONK 0.9 NE, NY US",10.0,"1,N",5.0,"1,N",1.0,"1,N",,,,,20160920.0,",1,N",,,46.7,"1,,N,20,",68.4,"1,,,N",,,,,,,,,,,,
124,US1NYSF0084,2016-10,40.88533,-73.06694,31.1,"CENTEREACH 1.3 NE, NY US",9.0,"3,N",6.0,"3,N",0.0,"3,N",,,,,20161028.0,",3,N",,,19.1,"3,,N,28,",83.1,"3,,,N",,,,,,,,,,,,
125,US1NYSF0085,2016-10,40.751594543457,-73.0092391967773,1.2,"PATCHOGUE 0.9 SE, NY US",11.0,",N",6.0,",N",0.0,",N",,,,,20161010.0,",,N",,,17.5,",,N,10,",80.8,",,,N",,,,,,,,,,,,
126,US1NYSF0089,2016-09,40.668899,-73.418342,3.7,"AMITYVILLE 0.1 WSW, NY US",,,,,,,,,,,,,,,,,60.8,"2,a,,N",,,,,,,,,,,,
127,US1NYSF0090,2017-03,40.9351425170898,-73.0252304077148,44.2,"MOUNT SINAI 0.4 SW, NY US",14.0,"4,N",7.0,"4,N",0.0,"4,N",,,,,20170329.0,",4,N",,,23.9,"4,,N,29,",68.0,"4,,,N",,,,,,,,,,,,
128,US1NYSF0091,2016-09,40.8023452758789,-72.9605102539063,24.4,"MEDFORD 1.9 SE, NY US",8.0,"5,N",4.0,"5,N",1.0,"5,N",,,,,20160920.0,",5,N",,,52.6,"5,,N,20,",71.7,"5,,,N",,,,,,,,,,,,
129,US1NYSF0092,2016-11,40.677211,-73.410293,6.1,"AMITYVILLE 0.6 NNE, NY US",5.0,",N",4.0,",N",2.0,",N",,,,,20161130.0,",,N",,,35.6,",,N,30,",85.4,",,,N",,,,,,,,,,,,
130,US1NYSF0100,2017-02,40.919969,-73.069407,53.6,"PORT JEFFERSON STATION 0.3 SSW, NY US",6.0,"1,N",5.0,"1,N",0.0,"1,N",,,,,20170209.0,",1,N",,,25.1,"1,,N,09,",52.7,"1,,,N",,,,,,,,,,,,
131,US1NYSF0101,2017-02,40.7223,-73.1802,3.0,"EAST ISLIP 0.4 ESE, NY US",4.0,"4,N",1.0,"4,N",0.0,"4,N",,,,,20170226.0,",4,N",,,4.1,"4,,N,26,",63.3,",a,,N",,,,,,,,,,,,
132,US1NYSF0103,2016-10,40.89581,-72.853872,21.0,"RIDGE 1.8 SE, NY US",8.0,",N",5.0,",N",1.0,",N",0.0,",N",20161031.0,"+,,N",20161009.0,",,N",0.0,",,N,31,+",25.7,",,N,09,",77.6,",,,N",0.0,",,,N",0.0,",N",20161031.0,"+,,N",0.0,",,N,31,+",,,,
133,US1NYSF0104,2017-03,40.96479,-72.849438,17.1,"WADING RIVER 2.0 NW, NY US",10.0,",N",6.0,",N",1.0,",N",,,,,20170314.0,",,N",,,76.5,",,N,14,",128.1,",,,N",,,,,,,,,,,,
134,US1NYSF0109,2017-04,40.834707,-73.292446,37.2,"COMMACK 0.8 SSW, NY US",14.0,"2,N",7.0,"2,N",1.0,"2,N",,,,,20170404.0,",2,N",,,46.7,"2,,N,04,",113.1,"2,,,N",,,,,,,,,,,,
135,US1NYSF0110,2017-05,40.762742,-73.177641,14.3,"ISLIP TERRACE 1.1 NNE, NY US",15.0,"2,N",8.0,"2,N",1.0,"2,N",,,,,20170514.0,",2,N",,,38.9,"2,,N,14,",128.6,"2,,,N",,,,,,,,,,,,
136,US1NYSF0114,2017-09,41.26305556,-72.01638889,13.7,"FISHERS ISLAND 0.5 NE, NY US",7.0,",N",4.0,",N",1.0,",N",,,,,20170907.0,",,N",,,38.9,",,N,07,",56.4,",,,N",,,,,,,,,,,,
137,US1NYSF0115,2017-11,40.84365,-73.05324,53.3,"FARMINGVILLE 0.5 W, NY US",10.0,",N",5.0,",N",0.0,",N",,,,,20171108.0,",,N",,,18.5,",,N,08,",60.4,",,,N",,,,,,,,,,,,
138,US1NYSF0122,2019-04,40.731777,-73.315529,13.4,"NORTH BABYLON 0.5 E, NY US",19.0,",N",15.0,",N",0.0,",N",,,,,20190423.0,",,N",,,24.6,",,N,23,",155.0,",,,N",,,,,,,,,,,,
139,US1NYSF0123,2019-04,40.80676,-72.798113,10.1,"CENTER MORICHES 0.5 N, NY US",20.0,",N",13.0,",N",2.0,",N",,,,,20190427.0,",,N",,,31.5,",,N,27,",168.1,",,,N",,,,,,,,,,,,
140,US1NYSF0127,2019-04,40.895707,-72.861132,35.7,"RIDGE 1.5 SE, NY US",19.0,"1,N",12.0,"1,N",2.0,"1,N",0.0,"1,N",20190430.0,"+,1,N",20190427.0,",1,N",0.0,"1,,N,30,+",37.8,"1,,N,27,",174.5,"1,,,N",0.0,"1,,,N",0.0,"1,N",20190430.0,"+,1,N",0.0,"1,,N,30,+",,,,
141,US1NYSF0129,2019-04,40.72422,-73.26074,7.9,"BRIGHTWATERS 0.5 NNE, NY US",,,,,,,,,,,,,,,,,169.4,"1,a,,N",,,,,,,,,,,,
142,US1NYSF0131,2022-09,40.943,-73.13811,3.7,"SETAUKET EAST SETAUKET 2.1 WNW, NY US",,,,,,,,,,,,,,,,,104.1,"2,a,,N",,,,,,,,,,,,
143,US1NYSF0134,2020-01,40.920423,-73.107169,26.5,"SETAUKET EAST SETAUKET 0.7 SSW, NY US",10.0,"1,N",5.0,"1,N",0.0,"1,N",,,,,20200126.0,",1,N",,,19.8,"1,,N,26,",54.4,"1,,,N",,,,,,,,,,,,
144,US1NYSF0136,2020-04,40.7882621,-73.0265229,18.0,"PATCHOGUE 1.9 NNW, NY US",17.0,"5,N",11.0,"5,N",0.0,"5,N",,,,,20200413.0,",5,N",,,17.5,"5,,N,13,",99.4,"5,,,N",,,,,,,,,,,,
145,US1NYSF0138,2020-04,40.745169,-73.083736,7.9,"SAYVILLE, NY US",16.0,",N",13.0,",N",0.0,",N",0.0,",N",20200430.0,"+,,N",20200414.0,",,N",0.0,",,N,30,+",20.1,",,N,14,",104.7,",,,N",0.0,",,,N",,,,,,,,,,
146,US1NYSF0140,2020-08,40.97377,-72.11474,6.4,"AMAGANSETT 1.5 E, NY US",8.0,"5,N",4.0,"5,N",1.0,"5,N",,,,,20200818.0,",5,N",,,61.2,"5,,N,18,",104.0,"5,,,N",,,,,,,,,,,,
147,US1NYSF0141,2020-07,40.783865,-73.026409,14.0,"PATCHOGUE 1.6 NNW, NY US",8.0,"5,N",6.0,"5,N",0.0,"5,N",,,,,20200725.0,",5,N",,,17.8,"5,,N,25,",63.5,"5,,,N",,,,,,,,,,,,
148,US1NYSF0142,2020-07,40.91566,-73.10181,48.2,"SETAUKET EAST SETAUKET 1.0 S, NY US",10.0,",N",5.0,",N",1.0,",N",,,,,20200731.0,",,N",,,33.5,",,N,31,",99.8,",,,N",,,,,,,,,,,,
149,US1NYSF0145,2021-05,40.86075,-73.0188,43.0,"SELDEN 1.6 ESE, NY US",8.0,"2,N",7.0,"2,N",2.0,"2,N",,,,,20210529.0,",2,N",,,60.2,"2,,N,29,",142.9,"2,,,N",,,,,,,,,,,,
150,US1NYSF0148,2021-03,40.98276,-72.53047,1.5,"MATTITUCK 1.6 SSE, NY US",5.0,"2,N",4.0,"2,N",0.0,"2,N",,,,,20210329.0,"+,2,N",,,23.1,"2,,N,29,+",64.5,"2,,,N",,,,,,,,,,,,
151,US1NYSF0149,2021-05,40.8318,-73.3004,40.5,"COMMACK 1.3 SW, NY US",10.0,",N",7.0,",N",2.0,",N",,,,,20210529.0,",,N",,,41.4,",,N,29,",130.2,",,,N",,,,,,,,,,,,
152,US1NYSF0153,2021-11,40.773427,-73.311858,31.1,"DEER PARK 1.0 NE, NY US",6.0,"2,N",4.0,"2,N",0.0,"2,N",,,,,20211113.0,",2,N",,,10.2,"2,,N,13,",21.9,"2,,,N",,,,,,,,,,,,
153,US1NYSF0157,2023-01,40.8866,-72.99545,27.4,"CORAM 0.7 NE, NY US",13.0,"1,N",10.0,"1,N",2.0,"1,N",,,,,20230126.0,",1,N",,,38.9,"1,,N,26,",158.3,"1,,,N",,,,,,,,,,,,
154,US1NYSF0158,2023-04,40.695085,-73.358045,5.2,"LINDENHURST 1.0 NE, NY US",7.0,"1,N",6.0,"1,N",1.0,"1,N",,,,,20230429.0,",1,N",,,34.5,"1,,N,29,",86.8,"1,,,N",,,,,,,,,,,,
155,US1NYSH0001,2007-11,42.68053,-74.59902,373.1,"COBLESKILL 5.7 W, NY US",15.0,"2,N",9.0,"2,N",0.0,"2,N",0.0,"4,N",20071117.0,",4,N",20071127.0,",2,N",15.0,"4,,N,17,",24.1,"2,,N,27,",123.5,",a,,N",15.0,"4,,,N",,,,,,,,,,
156,US1NYSH0003,2013-05,42.5973355025053,-74.5931386202574,647.4,"SUMMIT 1.3 NNW, NY US",12.0,"4,N",11.0,"4,N",5.0,"4,N",,,,,20130523.0,",4,N",,,55.9,"4,,N,23,",263.9,"4,,,N",,,,,,,,,,,,
157,US1NYSH0005,2019-10,42.735065,-74.452777,381.3,"COBLESKILL 4.2 NNE, NY US",16.0,",N",11.0,",N",1.0,",N",,,,,20191017.0,",,N",,,69.3,",,N,17,",192.5,",,,N",,,,,,,,,,,,
158,US1NYSH0013,2021-07,42.548833,-74.226056,566.9,"MIDDLEBURGH 6.3 ESE, NY US",22.0,"3,N",14.0,"3,N",3.0,"3,N",,,,,20210718.0,",3,N",,,52.1,"3,,N,18,",272.3,"3,,,N",,,,,,,,,,,,
159,US1NYSL0002,2008-12,44.700057,-75.483164,87.2,"OGDENSBURG 0.4 ENE, NY US",19.0,"1,N",9.0,"1,N",0.0,"1,N",8.0,"3,N",20081220.0,",3,N",20081210.0,",1,N",292.0,"3,,N,20,",20.8,"1,,N,10,",84.7,"1,,,N",788.0,"3,,,N",,,,,,,,,,
160,US1NYSL0003,2008-07,44.773674,-74.815744,103.9,"WINTHROP 2.0 SW, NY US",16.0,"5,N",12.0,"5,N",2.0,"5,N",0.0,"5,N",20080731.0,"+,5,N",20080719.0,",5,N",0.0,"5,,N,31,+",33.5,"5,,N,19,",156.5,"5,,,N",0.0,"5,,,N",,,,,,,,,,
161,US1NYSL0006,2008-10,44.611539,-74.971905,171.0,"HANNAWA FALLS 0.1 SW, NY US",12.0,",N",11.0,",N",2.0,",N",1.0,",N",20081029.0,",,N",20081029.0,",,N",249.0,",,N,29,",56.6,",,N,29,",166.8,",,,N",262.0,",,,N",,,,,,,,,,
162,US1NYSL0008,2009-03,44.68709,-75.48939,85.3,"OGDENSBURG 0.8 SSE, NY US",10.0,",N",6.0,",N",0.0,",N",,,,,20090330.0,",,N",,,13.5,",,N,30,",42.3,",,,N",,,,,,,,,,,,
163,US1NYSL0009,2009-06,44.3365,-75.2617,219.5,"EDWARDS 0.9 NW, NY US",13.0,"4,N",5.0,"4,N",0.0,"4,N",,,,,20090609.0,",4,N",,,17.0,"4,,N,09,",42.8,"4,,,N",,,,,,,,,,,,
164,US1NYSL0010,2009-11,44.689055,-75.486377,85.0,"OGDENSBURG 1.6 SW, NY US",,,,,,,,,,,,,,,,,55.5,"1,a,,N",,,,,,,,,,,,
165,US1NYSL0012,2011-09,44.431473,-75.469554,135.3,"GOUVERNEUR 6.6 N, NY US",12.0,"5,N",5.0,"5,N",0.0,"5,N",,,,,20110929.0,",5,N",,,11.4,"5,,N,29,",33.9,"5,,,N",,,,,,,,,,,,
166,US1NYSL0013,2014-05,44.4142074,-75.7565471,109.4,"HAMMOND 3.8 SW, NY US",12.0,"5,N",10.0,"5,N",2.0,"5,N",,,,,20140528.0,"+,5,N",,,40.4,"5,,N,28,+",181.0,"5,,,N",,,,,,,,,,,,
167,US1NYSL0015,2018-07,44.728492,-75.321339,107.6,"LISBON 0.1 N, NY US",,,,,,,,,,,,,,,,,91.0,"5,a,,N",,,,,,,,,,,,
168,US1NYSL0017,2020-08,44.699947,-75.489957,83.5,"OGDENSBURG 1.1 WSW, NY US",16.0,"4,N",11.0,"4,N",2.0,"4,N",,,,,20200817.0,",4,N",,,35.6,"4,,N,17,",160.4,",a,,N",,,,,,,,,,,,
169,US1NYSL0018,2020-09,44.375546,-75.122163,241.4,"RUSSELL 4.1 SSE, NY US",9.0,",N",1.0,",N",1.0,",N",,,,,20200930.0,",,N",,,41.1,",,N,30,",51.8,",,,N",,,,,,,,,,,,
170,US1NYSL0021,2023-05,44.618777,-75.409798,101.8,"HEUVELTON 0.3 WNW, NY US",10.0,"1,N",5.0,"1,N",1.0,"1,N",,,,,20230501.0,",1,N",,,39.4,"1,,N,01,",80.2,"1,,,N",,,,,,,,,,,,
171,US1NYSN0002,2004-01,42.75,-76.816667,213.1,"OVID 5.2 N, NY US",2.0,",N",0.0,",N",0.0,",N",0.0,",N",20040131.0,"+,,N",20040103.0,",,N",0.0,",,N,31,+",2.3,",,N,03,",2.6,",,,N",0.0,",,,N",,,,,,,,,,
172,US1NYSN0006,2008-04,42.584421,-76.723225,348.1,"INTERLAKEN 2.4 S, NY US",7.0,"2,N",4.0,"2,N",1.0,"2,N",0.0,"3,N",20080430.0,"+,3,N",20080428.0,",2,N",0.0,"3,,N,30,+",30.7,"2,,N,28,",53.4,"2,,,N",0.0,"3,,,N",,,,,,,,,,
173,US1NYSR0002,2007-09,43.054,-73.8127,100.0,"SARATOGA SPRINGS 2.0 WSW, NY US",8.0,",N",6.0,",N",1.0,",N",0.0,",N",20070930.0,"+,,N",20070928.0,",,N",0.0,",,N,30,+",26.2,",,N,28,",67.6,",,,N",0.0,",,,N",,,,,,,,,,
174,US1NYSR0003,2012-05,43.096968,-73.906857,211.8,"MILTON 5.2 NNW, NY US",17.0,"1,N",11.0,"1,N",3.0,"1,N",,,,,20120508.0,",1,N",,,29.2,"1,,N,08,",172.1,"1,,,N",,,,,,,,,,,,
175,US1NYSR0004,2008-05,43.06032,-73.780087,94.5,"SARATOGA SPRINGS 0.5 S, NY US",11.0,",N",7.0,",N",0.0,",N",0.0,",N",20080531.0,"+,,N",20080504.0,",,N",0.0,",,N,31,+",17.8,",,N,04,",50.5,",,,N",0.0,",,,N",,,,,,,,,,
176,US1NYSR0006,2008-10,43.2003,-73.6755,90.2,"GANSEVOORT 1.3 WNW, NY US",13.0,",N",9.0,",N",2.0,",N",0.0,",N",20081031.0,"+,,N",20081026.0,",,N",0.0,",,N,31,+",49.8,",,N,26,",142.1,",,,N",0.0,",,,N",,,,,,,,,,
177,US1NYSR0007,2009-07,43.043779,-73.929961,125.9,"BALLSTON SPA 4.7 WNW, NY US",16.0,"5,N",10.0,"5,N",1.0,"5,N",,,,,20090730.0,",5,N",,,41.1,"5,,N,30,",139.6,"5,,,N",,,,,,,,,,,,
178,US1NYSR0008,2008-10,42.9455,-73.7869,60.7,"MECHANICVILLE 5.7 NW, NY US",11.0,"3,N",7.0,"3,N",2.0,"3,N",0.0,"3,N",20081031.0,"+,3,N",20081026.0,",3,N",0.0,"3,,N,31,+",47.8,"3,,N,26,",125.0,"3,,,N",0.0,"3,,,N",,,,,,,,,,
179,US1NYSR0011,2009-01,43.294403,-74.088053,378.0,"EDINBURG 4.7 NNE, NY US",16.0,",N",8.0,",N",1.0,",N",8.0,"1,N",20090129.0,",1,N",20090129.0,",,N",193.0,"1,,N,29,",29.0,",,N,29,",90.4,",,,N",697.0,"1,,,N",30.0,"1,N",20090130.0,"+,1,N",914.0,"1,,N,30,+",,,,
180,US1NYSR0013,2010-06,42.797303,-73.682641,50.6,"WATERFORD 0.4 NNW, NY US",,,,,,,,,,,,,,,,,104.3,"3,a,,N",,,,,,,,,,,,
181,US1NYSR0014,2009-05,43.102514,-73.83969,170.4,"SARATOGA SPRINGS 3.9 NW, NY US",15.0,"3,N",9.0,"3,N",2.0,"3,N",,,,,20090529.0,",3,N",,,26.2,"3,,N,29,",140.9,"3,,,N",,,,,,,,,,,,
182,US1NYSR0015,2009-10,43.008029,-73.803065,97.8,"MALTA 2.6 NNW, NY US",,,,,,,,,,,,,,,,,143.4,"3,a,,N",,,,,,,,,,,,
183,US1NYSR0016,2009-11,42.99,-73.8,110.6,"BALLSTON SPA 2.9 ESE, NY US",8.0,"2,N",3.0,"2,N",0.0,"2,N",,,,,20091115.0,",2,N",,,23.6,"2,,N,15,",51.4,"2,,,N",,,,,,,,,,,,
184,US1NYSR0022,2013-04,43.126838684082,-73.8785858154297,183.8,"GREENFIELD CENTER 1.6 W, NY US",12.0,",N",7.0,",N",0.0,",N",,,,,20130420.0,",,N",,,24.1,",,N,20,",98.0,",,,N",,,,,,,,,,,,
185,US1NYSR0027,2014-06,42.788247,-73.679831,9.8,"WATERFORD 0.2 S, NY US",10.0,",N",6.0,",N",3.0,",N",,,,,20140626.0,",,N",,,55.6,",,N,26,",154.4,",,,N",,,,,,,,,,,,
186,US1NYSR0029,2015-01,42.821268,-73.785458,88.1,"CLIFTON PARK 2.7 S, NY US",10.0,",N",7.0,",N",0.0,",N",6.0,",N",20150128.0,",,N",20150104.0,",,N",104.0,",,N,28,",24.1,",,N,04,",59.5,",,,N",363.0,",,,N",,,,,,,,,,
187,US1NYSR0032,2019-05,42.9758,-73.7866,105.5,"ROUND LAKE 2.7 N, NY US",,,,,,,,,,,,,,,,,101.1,"4,a,,N",,,,,,,,,,,,
188,US1NYSR0033,2017-08,43.008691,-73.842507,85.6,"BALLSTON SPA 0.5 ENE, NY US",3.0,"1,N",3.0,"1,N",1.0,"1,N",,,,,20170813.0,",1,N",,,25.4,"1,,N,13,",40.2,"1,,,N",,,,,,,,,,,,
189,US1NYSR0035,2017-10,42.9776,-73.7375,101.2,"ROUND LAKE 4.1 NE, NY US",7.0,"5,N",3.0,"5,N",1.0,"5,N",,,,,20171030.0,",5,N",,,29.0,"5,,N,30,",74.8,"1,a,,N",,,,,,,,,,,,
190,US1NYSR0036,2018-02,42.920604,-73.827841,102.7,"COUNTRY KNOLLS 1.2 WNW, NY US",12.0,"4,N",8.0,"4,N",0.0,"4,N",,,,,20180208.0,",4,N",,,21.1,"4,,N,08,",73.9,"4,,,N",,,,,,,,,,,,
191,US1NYSR0039,2018-04,42.96653,-73.777704,104.2,"ROUND LAKE 2.2 NNE, NY US",14.0,",N",9.0,",N",0.0,",N",,,,,20180417.0,",,N",,,23.4,",,N,17,",105.8,",,,N",,,,,,,,,,,,
192,US1NYSR0040,2019-05,42.888751,-73.754659,114.3,"MECHANICVILLE 3.4 WSW, NY US",26.0,"1,N",11.0,"1,N",0.0,"1,N",,,,,20190514.0,",1,N",,,19.1,"1,,N,14,",96.9,"1,,,N",,,,,,,,,,,,
193,US1NYSR0041,2019-07,42.86472,-73.82484,99.4,"CLIFTON PARK 2.2 W, NY US",13.0,"3,N",6.0,"3,N",1.0,"3,N",,,,,20190723.0,",3,N",,,32.5,"3,,N,23,",117.3,"3,,,N",,,,,,,,,,,,
194,US1NYSR0046,2020-10,43.0823,-73.5972,64.0,"SCHUYLERVILLE 1.6 SSW, NY US",13.0,"3,N",10.0,"3,N",0.0,"3,N",,,,,20201030.0,",3,N",,,23.1,"3,,N,30,",76.4,"3,,,N",,,,,,,,,,,,
195,US1NYSR0048,2021-05,43.0231,-74.033,252.1,"GALWAY 0.3 NNW, NY US",,,,,,,,,,,,,,,,,44.0,"5,a,,N",,,,,,,,,,,,
196,US1NYSR0054,2021-02,42.84942,-73.78397,99.1,"CLIFTON PARK 0.8 SSW, NY US",7.0,"1,N",4.0,"1,N",0.0,"1,N",,,,,20210216.0,",1,N",,,21.6,"1,,N,16,",40.6,"1,,,N",,,,,,,,,,,,
197,US1NYSR0057,2021-08,43.0943718,-73.995285,414.8,"TOWN OF PROVIDENCE 2.3 E, NY US",10.0,",N",8.0,",N",1.0,",N",,,,,20210819.0,",,N",,,34.3,",,N,19,",111.8,",,,N",,,,,,,,,,,,
198,US1NYSR0059,2022-05,43.22415,-73.714793,128.3,"GANSEVOORT 3.7 WNW, NY US",10.0,",N",4.0,",N",0.0,",N",,,,,20220516.0,",,N",,,16.5,",,N,16,",50.8,",,,N",,,,,,,,,,,,
199,US1NYSR0062,2022-07,43.150361,-74.117857,236.5,"NORTHVILLE 5.6 SSE, NY US",13.0,"3,N",6.0,"3,N",1.0,"3,N",,,,,20220725.0,",3,N",,,25.9,"3,,N,25,",91.0,"3,,,N",,,,,,,,,,,,
200,US1NYST0002,2007-09,42.2211,-77.0251,474.0,"PAINTED POST 5.3 NE, NY US",8.0,",N",5.0,",N",2.0,",N",0.0,",N",20070930.0,"+,,N",20070909.0,",,N",0.0,",,N,30,+",97.0,",,N,09,",166.2,",,,N",0.0,",,,N",,,,,,,,,,
